Subsection Index,Subsection Name,Total Mean Annual Rate,Total 100 Year Prob,Long-Term Fault System Solution Rate
341,"Compton, Subsection 0",8.0E-5,0.008,2.9637513E-4
342,"Compton, Subsection 1",9.0E-5,0.009,3.261526E-4
343,"Compton, Subsection 2",1.2E-4,0.012,3.9639024E-4
344,"Compton, Subsection 3",1.3E-4,0.013,3.2806586E-4
345,"Compton, Subsection 4",1.3E-4,0.013,2.732054E-4
346,"Concord 2011 CFM, Subsection 0",0.00196,0.189,0.0029436857
347,"Concord 2011 CFM, Subsection 1",0.00203,0.195,0.003020393
348,"Concord 2011 CFM, Subsection 2",0.00166,0.163,0.002700938
349,"Contra Costa (Lafayette) 2011 CFM, Subsection 0",2.8E-4,0.028,3.4727142E-4
350,"Contra Costa (Lafayette) 2011 CFM, Subsection 1",2.8E-4,0.028,3.4727142E-4
351,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 0",4.6E-4,0.045,5.671083E-4
352,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 1",4.8E-4,0.047,5.940452E-4
353,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 2",3.2E-4,0.032,4.1025932E-4
354,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 3",3.5E-4,0.035,4.266976E-4
355,"Contra Costa Shear Zone (connector) 2011 CFM, Subsection 4",3.1E-4,0.031,3.7609963E-4
356,"Coronado Bank alt1, Subsection 0",0.00101,0.098,0.0016453052
357,"Coronado Bank alt1, Subsection 1",0.00116,0.111,0.0018232485
358,"Coronado Bank alt1, Subsection 2",0.00105,0.101,0.0017194588
359,"Coronado Bank alt1, Subsection 3",8.3E-4,0.081,0.0012518545
360,"Coronado Bank alt1, Subsection 4",7.3E-4,0.071,0.0010914046
361,"Coronado Bank alt1, Subsection 5",7.5E-4,0.073,0.0010628796
362,"Coronado Bank alt1, Subsection 6",6.8E-4,0.068,0.0010115269
363,"Coronado Bank alt1, Subsection 7",6.0E-4,0.06,9.796221E-4
364,"Coronado Bank alt1, Subsection 8",6.1E-4,0.06,9.358559E-4
365,"Coronado Bank alt1, Subsection 9",5.6E-4,0.055,8.988514E-4
366,"Coronado Bank alt1, Subsection 10",5.4E-4,0.053,8.7971624E-4
367,"Coronado Bank alt1, Subsection 11",5.3E-4,0.052,8.6749153E-4
368,"Coronado Bank alt1, Subsection 12",5.7E-4,0.056,8.680686E-4
369,"Coronado Bank alt1, Subsection 13",5.8E-4,0.057,8.7020564E-4
370,"Coronado Bank alt1, Subsection 14",5.7E-4,0.057,8.6127763E-4
371,"Coronado Bank alt1, Subsection 15",5.6E-4,0.056,8.6967595E-4
372,"Coronado Bank alt1, Subsection 16",5.8E-4,0.058,8.655189E-4
373,"Coronado Bank alt1, Subsection 17",5.8E-4,0.058,8.7536784E-4
374,"Coronado Bank alt1, Subsection 18",5.9E-4,0.059,8.7873056E-4
375,"Coronado Bank alt1, Subsection 19",5.6E-4,0.056,8.9200545E-4
376,"Coronado Bank alt1, Subsection 20",5.5E-4,0.055,9.106415E-4
377,"Coronado Bank alt1, Subsection 21",5.1E-4,0.051,9.310838E-4
378,"Coronado Bank alt1, Subsection 22",5.6E-4,0.056,9.604016E-4
379,"Coronado Bank alt1, Subsection 23",6.2E-4,0.062,0.0010100367
380,"Coronado Bank alt1, Subsection 24",6.4E-4,0.063,0.0010570314
381,"Coronado Bank alt1, Subsection 25",7.1E-4,0.07,0.0011269472
382,"Coronado Bank alt1, Subsection 26",7.1E-4,0.068,0.0011547703
383,"Coronado Bank alt1, Subsection 27",8.8E-4,0.083,0.0013233307
384,"Coronado Bank alt1, Subsection 28",0.00122,0.118,0.0018107452
385,"Coronado Bank alt1, Subsection 29",0.00128,0.124,0.0019031293
386,"Coronado Bank alt1, Subsection 30",0.00123,0.119,0.0017981882
387,"Coyote Canyon, Subsection 0",0.00136,0.122,9.163443E-4
388,"Coyote Canyon, Subsection 1",0.00147,0.131,9.881124E-4
389,"Coyote Canyon, Subsection 2",0.00108,0.094,8.3263137E-4
390,"Coyote Canyon, Subsection 3",0.00113,0.113,7.974928E-4
391,"Coyote Canyon, Subsection 4",0.00119,0.119,8.193718E-4
392,"Coyote Canyon, Subsection 5",0.0013,0.127,0.0010300627
393,"Coyote Canyon, Subsection 6",0.00119,0.117,9.757035E-4
394,"Coyote Lake, Subsection 0",4.1E-4,0.041,5.919494E-4
395,"Coyote Lake, Subsection 1",4.6E-4,0.046,6.3136383E-4
396,"Coyote Lake, Subsection 2",4.6E-4,0.046,5.5567385E-4
397,"Coyote Lake, Subsection 3",5.0E-4,0.05,5.426487E-4
398,"Coyote Lake, Subsection 4",5.0E-4,0.05,5.2704953E-4
399,"Coyote Lake, Subsection 5",6.3E-4,0.061,6.4497837E-4
400,"Coyote Lake, Subsection 6",6.6E-4,0.064,6.511187E-4
401,"Coyote Lake, Subsection 7",5.6E-4,0.056,5.8708503E-4
402,"Cucamonga, Subsection 0",2.3E-4,0.023,5.005288E-4
403,"Cucamonga, Subsection 1",2.7E-4,0.027,5.4338825E-4
404,"Cucamonga, Subsection 2",2.9E-4,0.028,5.526551E-4
405,"Cucamonga, Subsection 3",2.0E-4,0.019,4.3809644E-4
406,"Davis Creek, Subsection 0",3.0E-4,0.03,5.734965E-4
407,"Davis Creek, Subsection 1",3.3E-4,0.032,6.0812203E-4
408,"Davis Creek, Subsection 2",3.0E-4,0.028,5.2007695E-4
409,"Davis Creek, Subsection 3",3.8E-4,0.035,5.2508543E-4
410,"Davis Creek, Subsection 4",4.6E-4,0.044,6.23673E-4
411,"Davis Creek, Subsection 5",4.2E-4,0.042,5.882159E-4
412,"Death Valley (Black Mtns Frontal), Subsection 0",4.8E-4,0.048,6.7676173E-4
413,"Death Valley (Black Mtns Frontal), Subsection 1",4.9E-4,0.049,6.8170787E-4
414,"Death Valley (Black Mtns Frontal), Subsection 2",4.8E-4,0.048,6.719454E-4
415,"Death Valley (Black Mtns Frontal), Subsection 3",4.6E-4,0.046,6.684273E-4
416,"Death Valley (Black Mtns Frontal), Subsection 4",4.6E-4,0.046,6.714197E-4
417,"Death Valley (Black Mtns Frontal), Subsection 5",4.7E-4,0.047,6.844949E-4
418,"Death Valley (Black Mtns Frontal), Subsection 6",4.6E-4,0.046,6.999439E-4
419,"Death Valley (Black Mtns Frontal), Subsection 7",4.5E-4,0.045,7.071263E-4
420,"Death Valley (Black Mtns Frontal), Subsection 8",4.8E-4,0.048,7.194582E-4
421,"Death Valley (Black Mtns Frontal), Subsection 9",5.1E-4,0.051,7.589272E-4
422,"Death Valley (Black Mtns Frontal), Subsection 10",5.0E-4,0.05,7.164649E-4
423,"Death Valley (Fish Lake Valley), Subsection 0",4.7E-4,0.047,6.621025E-4
424,"Death Valley (Fish Lake Valley), Subsection 1",4.7E-4,0.047,6.655771E-4
425,"Death Valley (Fish Lake Valley), Subsection 2",4.7E-4,0.047,6.7377713E-4
426,"Death Valley (Fish Lake Valley), Subsection 3",4.8E-4,0.048,6.7953573E-4
427,"Death Valley (Fish Lake Valley), Subsection 4",4.9E-4,0.048,7.405059E-4
428,"Death Valley (Fish Lake Valley), Subsection 5",6.0E-4,0.059,8.492666E-4
429,"Death Valley (Fish Lake Valley), Subsection 6",6.5E-4,0.064,9.57875E-4
430,"Death Valley (Fish Lake Valley), Subsection 7",6.7E-4,0.066,0.0010491393
431,"Death Valley (Fish Lake Valley), Subsection 8",7.4E-4,0.073,0.001177019
432,"Death Valley (Fish Lake Valley), Subsection 9",8.2E-4,0.081,0.0013148886
433,"Death Valley (Fish Lake Valley), Subsection 10",0.00104,0.102,0.0017593368
434,"Death Valley (Fish Lake Valley), Subsection 11",9.3E-4,0.091,0.00162965
435,"Death Valley (No), Subsection 0",5.3E-4,0.053,7.621269E-4
436,"Death Valley (No), Subsection 1",5.6E-4,0.055,7.962449E-4
437,"Death Valley (No), Subsection 2",5.5E-4,0.054,7.9875917E-4
438,"Death Valley (No), Subsection 3",5.7E-4,0.057,8.0195843E-4
439,"Death Valley (No), Subsection 4",5.7E-4,0.057,8.019871E-4
440,"Death Valley (No), Subsection 5",5.7E-4,0.057,7.9916004E-4
441,"Death Valley (No), Subsection 6",5.7E-4,0.057,7.9886377E-4
442,"Death Valley (No), Subsection 7",5.6E-4,0.056,8.012634E-4
443,"Death Valley (No), Subsection 8",5.6E-4,0.056,7.999226E-4
444,"Death Valley (No), Subsection 9",5.4E-4,0.054,7.996905E-4
445,"Death Valley (No), Subsection 10",5.3E-4,0.053,7.982345E-4
446,"Death Valley (No), Subsection 11",5.6E-4,0.056,8.4859016E-4
447,"Death Valley (No), Subsection 12",5.7E-4,0.057,8.5772824E-4
448,"Death Valley (No), Subsection 13",5.8E-4,0.058,8.537509E-4
449,"Death Valley (No), Subsection 14",6.0E-4,0.06,8.5263693E-4
450,"Death Valley (No), Subsection 15",5.8E-4,0.058,8.606529E-4
451,"Death Valley (No), Subsection 16",5.7E-4,0.057,8.2295336E-4
452,"Death Valley (So), Subsection 0",7.3E-4,0.072,7.89816E-4
453,"Death Valley (So), Subsection 1",7.5E-4,0.074,8.7067246E-4
454,"Death Valley (So), Subsection 2",6.4E-4,0.063,7.412105E-4
455,"Death Valley (So), Subsection 3",5.7E-4,0.056,6.498091E-4
456,"Death Valley (So), Subsection 4",4.8E-4,0.048,5.8848097E-4
457,"Death Valley (So), Subsection 5",4.4E-4,0.044,5.474253E-4
458,"Death Valley (So), Subsection 6",4.2E-4,0.042,5.129507E-4
459,"Deep Springs, Subsection 0",7.0E-4,0.07,9.676718E-4
460,"Deep Springs, Subsection 1",7.6E-4,0.075,0.0010337
461,"Deep Springs, Subsection 2",7.2E-4,0.071,9.6300663E-4
462,"Del Valle, Subsection 0",3.1E-4,0.031,5.591551E-4
463,"Del Valle, Subsection 1",3.1E-4,0.031,5.591551E-4
464,"Dog Valley, Subsection 0",2.1E-4,0.021,3.1337558E-4
465,"Dog Valley, Subsection 1",2.3E-4,0.023,3.4126718E-4
466,"Dog Valley, Subsection 2",1.6E-4,0.016,2.7526153E-4
467,"Dog Valley, Subsection 3",1.6E-4,0.016,2.5724742E-4
468,"Dry Mountain, Subsection 0",1.8E-4,0.018,2.2765879E-4
469,"Dry Mountain, Subsection 1",1.9E-4,0.019,2.3973404E-4
470,"Dry Mountain, Subsection 2",1.8E-4,0.018,2.3833838E-4
471,"Dry Mountain, Subsection 3",1.7E-4,0.017,2.2510895E-4
472,"Earthquake Valley, Subsection 0",4.8E-4,0.048,7.8114663E-4
473,"Earthquake Valley, Subsection 1",6.1E-4,0.061,0.001013129
474,"Earthquake Valley, Subsection 2",5.5E-4,0.055,9.136939E-4
475,"Earthquake Valley (No  Extension), Subsection 0",5.4E-4,0.054,9.123055E-4
476,"Earthquake Valley (No  Extension), Subsection 1",5.9E-4,0.059,0.0010212158
477,"Earthquake Valley (No  Extension), Subsection 2",5.0E-4,0.05,8.3467877E-4
478,"Earthquake Valley (No  Extension), Subsection 3",4.9E-4,0.049,7.997235E-4
479,"Earthquake Valley (So Extension), Subsection 0",8.0E-4,0.08,0.0015755498
480,"Earthquake Valley (So Extension), Subsection 1",8.0E-4,0.08,0.0015755498
481,"East Huasna 2011 CFM, Subsection 0",1.0E-5,0.001,3.0819425E-5
482,"East Huasna 2011 CFM, Subsection 1",1.0E-5,0.001,3.5434972E-5
483,"East Huasna 2011 CFM, Subsection 2",0.0,0.0,3.098907E-5
484,"East Huasna 2011 CFM, Subsection 3",1.0E-5,0.001,3.1336738E-5
485,"East Huasna 2011 CFM, Subsection 4",1.0E-5,0.001,2.6210651E-5
486,"East Huasna 2011 CFM, Subsection 5",1.0E-5,0.001,2.4703502E-5
487,"East Huasna 2011 CFM, Subsection 6",1.0E-5,0.001,2.2931708E-5
488,"East Huasna 2011 CFM, Subsection 7",1.0E-5,0.001,2.2120332E-5
489,"East Huasna 2011 CFM, Subsection 8",2.0E-5,0.002,2.4292238E-5
490,"East Huasna 2011 CFM, Subsection 9",1.0E-5,0.001,2.2846782E-5
491,"Eaton Roughs 2011 CFM, Subsection 0",0.00183,0.177,0.0020385212
492,"Eaton Roughs 2011 CFM, Subsection 1",0.00216,0.203,0.0023874994
493,"Eaton Roughs 2011 CFM, Subsection 2",0.00165,0.162,0.0016728999
494,"Eaton Roughs 2011 CFM, Subsection 3",8.8E-4,0.083,0.0011771233
495,"Eaton Roughs 2011 CFM, Subsection 4",5.5E-4,0.055,8.334843E-4
496,"Eaton Roughs 2011 CFM, Subsection 5",5.8E-4,0.058,8.940094E-4
497,"Eaton Roughs 2011 CFM, Subsection 6",5.7E-4,0.057,9.20295E-4
498,"Eaton Roughs 2011 CFM, Subsection 7",5.8E-4,0.058,9.233783E-4
499,"Eaton Roughs 2011 CFM, Subsection 8",6.3E-4,0.063,9.2364376E-4
500,"Eaton Roughs 2011 CFM, Subsection 9",6.1E-4,0.061,9.220453E-4
501,"Eaton Roughs 2011 CFM, Subsection 10",5.9E-4,0.058,9.2967914E-4
502,"Eaton Roughs 2011 CFM, Subsection 11",5.6E-4,0.054,9.149308E-4
503,"Eaton Roughs 2011 CFM, Subsection 12",5.5E-4,0.053,9.463361E-4
504,"Eaton Roughs 2011 CFM, Subsection 13",5.2E-4,0.05,8.9226884E-4
505,"Elmore Ranch, Subsection 0",0.00197,0.194,0.002650876
506,"Elmore Ranch, Subsection 1",0.00215,0.208,0.0028370675
507,"Elmore Ranch, Subsection 2",0.00173,0.166,0.002328048
508,"Elmore Ranch, Subsection 3",0.00168,0.165,0.0023339682
509,"Elmore Ranch, Subsection 4",0.00217,0.214,0.0028288262
510,"Elmore Ranch, Subsection 5",0.00205,0.202,0.0026468812
511,"Elsinore (Coyote Mountains), Subsection 0",0.001,0.098,0.0016250451
512,"Elsinore (Coyote Mountains), Subsection 1",0.00106,0.104,0.001742648
513,"Elsinore (Coyote Mountains), Subsection 2",5.7E-4,0.057,0.0011846838
514,"Elsinore (Coyote Mountains), Subsection 3",3.5E-4,0.035,0.0010050674
515,"Elsinore (Coyote Mountains), Subsection 4",3.3E-4,0.033,8.9957856E-4
516,"Elsinore (Coyote Mountains), Subsection 5",2.9E-4,0.029,7.5553334E-4
517,"Elsinore (Glen Ivy) rev, Subsection 0",0.00405,0.351,0.006335237
518,"Elsinore (Glen Ivy) rev, Subsection 1",0.00453,0.385,0.006954451
519,"Elsinore (Glen Ivy) rev, Subsection 2",0.00478,0.407,0.0068106153
520,"Elsinore (Glen Ivy) rev, Subsection 3",0.0021,0.202,0.0028839451
521,"Elsinore (Julian), Subsection 0",1.9E-4,0.019,4.3274582E-4
522,"Elsinore (Julian), Subsection 1",1.9E-4,0.019,4.39794E-4
523,"Elsinore (Julian), Subsection 2",1.8E-4,0.018,4.301217E-4
524,"Elsinore (Julian), Subsection 3",1.8E-4,0.018,4.20057E-4
525,"Elsinore (Julian), Subsection 4",1.5E-4,0.015,4.0773102E-4
526,"Elsinore (Julian), Subsection 5",1.7E-4,0.017,5.0117023E-4
527,"Elsinore (Julian), Subsection 6",2.2E-4,0.022,5.5165467E-4
528,"Elsinore (Julian), Subsection 7",2.2E-4,0.022,5.5039936E-4
529,"Elsinore (Stepovers Combined), Subsection 0",5.4E-4,0.053,0.0011189252
530,"Elsinore (Stepovers Combined), Subsection 1",5.4E-4,0.053,0.0011189252
531,"Elsinore (Temecula) rev, Subsection 0",4.6E-4,0.044,0.0010597132
532,"Elsinore (Temecula) rev, Subsection 1",4.7E-4,0.045,0.0011210471
533,"Elsinore (Temecula) rev, Subsection 2",4.9E-4,0.048,0.0011702172
534,"Elsinore (Temecula) rev, Subsection 3",4.3E-4,0.042,0.0012059583
535,"Elsinore (Temecula) rev, Subsection 4",3.5E-4,0.034,0.0012169847
536,"Elsinore (Temecula) rev, Subsection 5",3.2E-4,0.031,0.0010396716
537,"Elysian Park (Lower CFM), Subsection 0",4.0E-5,0.004,7.1010574E-5
538,"Elysian Park (Lower CFM), Subsection 1",5.0E-5,0.005,7.6103395E-5
539,"Elysian Park (Lower CFM), Subsection 2",4.0E-5,0.004,3.795061E-5
540,"Elysian Park (Lower CFM), Subsection 3",3.0E-5,0.003,2.8139548E-5
541,"Elysian Park (Lower CFM), Subsection 4",1.0E-5,0.001,2.7018832E-5
542,"Elysian Park (Lower CFM), Subsection 5",1.0E-5,0.001,2.7126407E-5
543,"Elysian Park (Lower CFM), Subsection 6",1.0E-5,0.001,2.2334034E-5
544,"Elysian Park (Upper), Subsection 0",9.8E-4,0.098,0.0012299154
545,"Elysian Park (Upper), Subsection 1",0.00125,0.116,0.0016632719
546,"Elysian Park (Upper), Subsection 2",7.0E-4,0.065,0.0010068937
547,"Emerson-Copper Mtn 2011, Subsection 0",3.9E-4,0.038,6.249006E-4
548,"Emerson-Copper Mtn 2011, Subsection 1",4.5E-4,0.044,6.5853604E-4
549,"Emerson-Copper Mtn 2011, Subsection 2",3.7E-4,0.037,6.165284E-4
550,"Emerson-Copper Mtn 2011, Subsection 3",3.7E-4,0.037,5.900508E-4
551,"Emerson-Copper Mtn 2011, Subsection 4",3.6E-4,0.036,5.654555E-4
552,"Emerson-Copper Mtn 2011, Subsection 5",3.9E-4,0.039,5.745293E-4
553,"Emerson-Copper Mtn 2011, Subsection 6",4.0E-4,0.04,5.772908E-4
554,"Emerson-Copper Mtn 2011, Subsection 7",3.9E-4,0.039,5.7570386E-4
555,"Emerson-Copper Mtn 2011, Subsection 8",4.1E-4,0.041,6.504038E-4
556,"Emerson-Copper Mtn 2011, Subsection 9",4.2E-4,0.042,6.80212E-4
557,"Emerson-Copper Mtn 2011, Subsection 10",3.7E-4,0.037,6.1036E-4
558,"Eureka Peak, Subsection 0",8.2E-4,0.082,0.0015443723
559,"Eureka Peak, Subsection 1",9.0E-4,0.09,0.0016670827
560,"Eureka Peak, Subsection 2",8.4E-4,0.084,0.0015473784
561,"Fickle Hill (alt1), Subsection 0",1.7E-4,0.017,2.195164E-4
562,"Fickle Hill (alt1), Subsection 1",2.5E-4,0.025,2.8655992E-4
563,"Fickle Hill (alt1), Subsection 2",2.3E-4,0.023,2.2593637E-4
564,"Fish Slough 2011 CFM, Subsection 0",1.5E-4,0.015,1.7377769E-4
565,"Fish Slough 2011 CFM, Subsection 1",1.5E-4,0.015,1.8465077E-4
566,"Fish Slough 2011 CFM, Subsection 2",1.1E-4,0.011,1.7599702E-4
567,"Fish Slough 2011 CFM, Subsection 3",1.0E-4,0.01,1.6458347E-4
568,"Fitzhugh Creek, Subsection 0",1.5E-4,0.014,1.18471944E-4
569,"Fitzhugh Creek, Subsection 1",1.5E-4,0.014,1.2833088E-4
570,"Fitzhugh Creek, Subsection 2",7.0E-5,0.007,1.0319585E-4
571,"Fitzhugh Creek, Subsection 3",6.0E-5,0.006,9.8760196E-5
572,"Fitzhugh Creek, Subsection 4",8.0E-5,0.007,9.5862175E-5
573,"Fitzhugh Creek, Subsection 5",8.0E-5,0.007,9.886017E-5
574,"Fitzhugh Creek, Subsection 6",7.0E-5,0.006,1.03186496E-4
575,"Fitzhugh Creek, Subsection 7",1.4E-4,0.014,1.2656696E-4
576,"Fitzhugh Creek, Subsection 8",1.4E-4,0.014,1.18622804E-4
577,"Fontana (Seismicity), Subsection 0",1.7E-4,0.017,3.2535568E-4
578,"Fontana (Seismicity), Subsection 1",2.1E-4,0.021,3.745872E-4
579,"Fontana (Seismicity), Subsection 2",1.7E-4,0.017,3.2375057E-4
580,"Franklin 2011 CFM, Subsection 0",3.3E-4,0.033,4.9300486E-4
581,"Franklin 2011 CFM, Subsection 1",3.8E-4,0.038,5.7374925E-4
582,"Franklin 2011 CFM, Subsection 2",4.2E-4,0.042,6.243282E-4
583,"Franklin 2011 CFM, Subsection 3",4.5E-4,0.045,6.343443E-4
584,"Franklin 2011 CFM, Subsection 4",4.0E-4,0.04,5.6885084E-4
585,"Franklin 2011 CFM, Subsection 5",3.9E-4,0.039,5.4371974E-4
586,"Garberville - Briceland 2011 CFM, Subsection 0",0.001,0.1,0.0017630657
587,"Garberville - Briceland 2011 CFM, Subsection 1",0.00116,0.116,0.0020003128
588,"Garberville - Briceland 2011 CFM, Subsection 2",0.00105,0.104,0.0017877716
589,"Garberville - Briceland 2011 CFM, Subsection 3",0.00108,0.105,0.0018918405
590,"Garberville - Briceland 2011 CFM, Subsection 4",9.4E-4,0.091,0.0016560783
591,"Garlic Springs, Subsection 0",0.00107,0.104,7.7485316E-4
592,"Garlic Springs, Subsection 1",0.00125,0.119,8.745211E-4
593,"Garlic Springs, Subsection 2",7.8E-4,0.075,6.1037985E-4
594,"Garlock (Central), Subsection 0",5.3E-4,0.053,0.0011462927
595,"Garlock (Central), Subsection 1",6.1E-4,0.061,0.001293504
596,"Garlock (Central), Subsection 2",6.7E-4,0.065,0.0013557038
597,"Garlock (Central), Subsection 3",6.4E-4,0.062,0.0013295703
598,"Garlock (Central), Subsection 4",5.7E-4,0.056,0.0012042976
599,"Garlock (Central), Subsection 5",4.8E-4,0.048,0.0010592745
600,"Garlock (Central), Subsection 6",3.5E-4,0.035,9.0924633E-4
601,"Garlock (Central), Subsection 7",4.9E-4,0.049,0.0011212535
602,"Garlock (Central), Subsection 8",5.8E-4,0.058,0.0012928366
603,"Garlock (Central), Subsection 9",6.5E-4,0.065,0.0014146485
604,"Garlock (Central), Subsection 10",7.5E-4,0.075,0.0014681177
605,"Garlock (Central), Subsection 11",8.0E-4,0.079,0.0015027673
606,"Garlock (Central), Subsection 12",8.4E-4,0.083,0.0015317729
607,"Garlock (Central), Subsection 13",8.1E-4,0.081,0.0015436646
608,"Garlock (Central), Subsection 14",8.3E-4,0.083,0.0015460621
609,"Garlock (Central), Subsection 15",8.0E-4,0.08,0.0015400259
610,"Garlock (Central), Subsection 16",7.7E-4,0.077,0.0015130249
611,"Garlock (Central), Subsection 17",7.5E-4,0.075,0.0014782902
612,"Garlock (Central), Subsection 18",7.3E-4,0.072,0.0014388668
613,"Garlock (Central), Subsection 19",7.2E-4,0.071,0.0014031216
614,"Garlock (East), Subsection 0",8.0E-4,0.079,9.178055E-4
615,"Garlock (East), Subsection 1",9.8E-4,0.096,0.0010222668
616,"Garlock (East), Subsection 2",8.9E-4,0.088,0.0010194223
617,"Garlock (East), Subsection 3",9.9E-4,0.097,0.001116286
618,"Garlock (East), Subsection 4",0.00103,0.102,0.0012113027
619,"Garlock (East), Subsection 5",0.00108,0.105,0.001269194
620,"Garlock (East), Subsection 6",0.00176,0.166,0.0016654768
621,"Garlock (East), Subsection 7",0.00167,0.16,0.0015376409
622,"Garlock (West), Subsection 0",2.1E-4,0.021,7.5877766E-4
623,"Garlock (West), Subsection 1",2.4E-4,0.023,7.9764856E-4
624,"Garlock (West), Subsection 2",2.3E-4,0.022,7.9898955E-4
625,"Garlock (West), Subsection 3",1.7E-4,0.017,7.7924336E-4
626,"Garlock (West), Subsection 4",1.6E-4,0.016,7.833785E-4
627,"Garlock (West), Subsection 5",1.5E-4,0.014,8.238702E-4
628,"Garlock (West), Subsection 6",1.5E-4,0.015,9.198121E-4
629,"Garlock (West), Subsection 7",1.8E-4,0.018,9.2994387E-4
630,"Garlock (West), Subsection 8",2.3E-4,0.023,9.243173E-4
631,"Garlock (West), Subsection 9",2.4E-4,0.024,8.940082E-4
632,"Garlock (West), Subsection 10",2.7E-4,0.027,8.6603925E-4
633,"Garlock (West), Subsection 11",2.6E-4,0.026,8.7355915E-4
634,"Garlock (West), Subsection 12",2.7E-4,0.027,9.071162E-4
635,"Garlock (West), Subsection 13",2.6E-4,0.026,8.6799776E-4
636,"Gillem - Big Crack 2011 CFM, Subsection 0",3.7E-4,0.037,4.9304095E-4
637,"Gillem - Big Crack 2011 CFM, Subsection 1",3.9E-4,0.039,5.2294886E-4
638,"Gillem - Big Crack 2011 CFM, Subsection 2",3.9E-4,0.035,4.2715008E-4
639,"Gillem - Big Crack 2011 CFM, Subsection 3",3.8E-4,0.035,4.2467358E-4
640,"Gillem - Big Crack 2011 CFM, Subsection 4",4.3E-4,0.04,4.282328E-4
641,"Gillem - Big Crack 2011 CFM, Subsection 5",4.1E-4,0.039,5.2351784E-4
642,"Gillem - Big Crack 2011 CFM, Subsection 6",4.0E-4,0.038,4.9306155E-4
643,"Goldstone Lake, Subsection 0",0.00126,0.119,8.7018573E-4
644,"Goldstone Lake, Subsection 1",0.00133,0.124,9.4504515E-4
645,"Goldstone Lake, Subsection 2",0.00107,0.106,7.465017E-4
646,"Goldstone Lake, Subsection 3",0.00104,0.104,7.304342E-4
647,"Goldstone Lake, Subsection 4",0.00114,0.11,8.714758E-4
648,"Goldstone Lake, Subsection 5",0.00104,0.1,7.9503807E-4
649,"Goose Lake 2011 CFM, Subsection 0",5.0E-5,0.005,7.863812E-5
650,"Goose Lake 2011 CFM, Subsection 1",5.0E-5,0.005,8.6858345E-5
651,"Goose Lake 2011 CFM, Subsection 2",5.0E-5,0.005,6.646012E-5
652,"Goose Lake 2011 CFM, Subsection 3",6.0E-5,0.006,6.21325E-5
653,"Goose Lake 2011 CFM, Subsection 4",6.0E-5,0.006,5.6694633E-5
654,"Goose Lake 2011 CFM, Subsection 5",5.0E-5,0.005,5.3516564E-5
655,"Goose Lake 2011 CFM, Subsection 6",6.0E-5,0.006,4.9795843E-5
656,"Goose Lake 2011 CFM, Subsection 7",5.0E-5,0.005,4.6328885E-5
657,"Goose Lake 2011 CFM, Subsection 8",3.0E-5,0.003,4.565314E-5
658,"Goose Lake 2011 CFM, Subsection 9",0.0,0.0,4.8763697E-5
659,"Goose Lake 2011 CFM, Subsection 10",0.0,0.0,4.8266822E-5
660,"Goose Lake 2011 CFM, Subsection 11",1.0E-5,0.001,4.203786E-5
661,"Goose Lake 2011 CFM, Subsection 12",1.0E-5,0.001,3.725478E-5
662,"Gravel Hills-Harper Lk, Subsection 0",2.5E-4,0.025,3.9023883E-4
663,"Gravel Hills-Harper Lk, Subsection 1",2.8E-4,0.028,4.392071E-4
664,"Gravel Hills-Harper Lk, Subsection 2",2.8E-4,0.027,4.2272193E-4
665,"Gravel Hills-Harper Lk, Subsection 3",2.8E-4,0.027,4.40993E-4
666,"Gravel Hills-Harper Lk, Subsection 4",2.9E-4,0.029,4.5321803E-4
667,"Gravel Hills-Harper Lk, Subsection 5",3.5E-4,0.035,4.7740858E-4
668,"Gravel Hills-Harper Lk, Subsection 6",3.6E-4,0.036,5.0190685E-4
669,"Gravel Hills-Harper Lk, Subsection 7",4.0E-4,0.038,5.3964317E-4
670,"Gravel Hills-Harper Lk, Subsection 8",5.2E-4,0.051,6.279562E-4
671,"Gravel Hills-Harper Lk, Subsection 9",5.5E-4,0.053,6.718117E-4
672,"Gravel Hills-Harper Lk, Subsection 10",8.3E-4,0.08,0.0010653263
673,"Gravel Hills-Harper Lk, Subsection 11",7.9E-4,0.076,0.0010013611
674,"Great Valley 01, Subsection 0",0.0,0.0,7.937467E-5
675,"Great Valley 01, Subsection 1",0.0,0.0,8.850169E-5
676,"Great Valley 01, Subsection 2",2.0E-5,0.002,6.805138E-5
677,"Great Valley 01, Subsection 3",3.0E-5,0.003,6.413511E-5
678,"Great Valley 01, Subsection 4",5.0E-5,0.005,5.84282E-5
679,"Great Valley 01, Subsection 5",6.0E-5,0.006,5.6178887E-5
680,"Great Valley 01, Subsection 6",6.0E-5,0.006,5.1304516E-5
681,"Great Valley 01, Subsection 7",8.0E-5,0.008,4.9771403E-5
682,"Great Valley 01, Subsection 8",8.0E-5,0.008,4.4003096E-5
683,"Great Valley 02, Subsection 0",4.0E-5,0.003,9.257155E-5
684,"Great Valley 02, Subsection 1",4.0E-5,0.003,1.0103186E-4
685,"Great Valley 02, Subsection 2",2.0E-5,0.002,9.346238E-5
686,"Great Valley 02, Subsection 3",1.0E-5,0.001,7.540692E-5
