Subsection Index,Subsection Name,Total 500 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 500 Year Prob,Triggered 500 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 500 Year Prob,Triggered 500 Year Primary Mean Count
0,"Airport Lake, Subsection 0",0.054333765,0.0,0.0,0.0,0.0,0.054333765,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,"Airport Lake, Subsection 1",0.058214746,0.0,0.0,0.0,0.0,0.058214746,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
2,"Airport Lake, Subsection 2",0.055627424,0.0,0.0,0.0,0.0,0.055627424,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
3,"Airport Lake, Subsection 3",0.058214746,0.0,0.0,0.0,0.0,0.058214746,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
4,"Airport Lake, Subsection 4",0.041397154,0.0,0.0,0.0,0.0,0.041397154,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
5,"Airport Lake, Subsection 5",0.034928847,0.0,0.0,0.0,0.0,0.034928847,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
6,"Almanor 2011 CFM, Subsection 0",0.22639069,0.0,0.0,0.0,0.0012936611,0.2160414,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
7,"Almanor 2011 CFM, Subsection 1",0.24191462,0.0,0.0,0.0,0.0012936611,0.22639069,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
8,"Almanor 2011 CFM, Subsection 2",0.24191462,0.0,0.0,0.0,0.0012936611,0.22639069,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
9,"Almanor 2011 CFM, Subsection 3",0.24450193,0.0,0.0,0.0,0.0012936611,0.22897801,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
10,"Almanor 2011 CFM, Subsection 4",0.24579561,0.0,0.0,0.0,0.0012936611,0.22897801,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
11,"Almanor 2011 CFM, Subsection 5",0.24579561,0.0,0.0,0.0,0.0012936611,0.22897801,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
12,"Almanor 2011 CFM, Subsection 6",0.21733506,0.0,0.0,0.0,0.0012936611,0.20569211,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
13,"Anacapa-Dume alt 1, Subsection 0",0.06338939,0.0,0.0,0.0,0.0,0.06338939,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
14,"Anacapa-Dume alt 1, Subsection 1",0.07244502,0.0,0.0,0.0,0.0,0.07244502,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
15,"Anacapa-Dume alt 1, Subsection 2",0.068564035,0.0,0.0,0.0,0.0,0.068564035,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
16,"Anacapa-Dume alt 1, Subsection 3",0.06597672,0.0,0.0,0.0,0.0,0.06597672,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0
17,"Anacapa-Dume alt 1, Subsection 4",0.04915912,0.0,0.0,0.0,0.0,0.04915912,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
18,"Anaheim, Subsection 0",0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,"Anaheim, Subsection 1",0.010349289,0.0,0.0,0.0,0.0,0.010349289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,"Anaheim, Subsection 2",0.010349289,0.0,0.0,0.0,0.0,0.010349289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,"Antelope Valley 2011, Subsection 0",0.1630013,0.0,0.0,0.0,0.0012936611,0.1630013,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
22,"Antelope Valley 2011, Subsection 1",0.17464425,0.0,0.0,0.0,0.0012936611,0.17335059,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
23,"Antelope Valley 2011, Subsection 2",0.19534282,0.0,0.0,0.0,0.0012936611,0.19404916,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
24,"Antelope Valley 2011, Subsection 3",0.1862872,0.0,0.0,0.0,0.0012936611,0.18369988,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
25,"Antelope Valley 2011, Subsection 4",0.16170764,0.0,0.0,0.0,0.0012936611,0.16041397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,"Antelope Valley 2011, Subsection 5",0.14489004,0.0,0.0,0.0,0.0,0.14359638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,"Ash Hill, Subsection 0",0.07373868,0.0,0.0,0.0,0.0,0.07373868,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
28,"Ash Hill, Subsection 1",0.08408797,0.0,0.0,0.0,0.0,0.08408797,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
29,"Ash Hill, Subsection 2",0.0996119,0.0,0.0,0.0,0.0,0.0996119,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
30,"Ash Hill, Subsection 3",0.10737387,0.0,0.0,0.0,0.0,0.10737387,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
31,"Ash Hill, Subsection 4",0.106080204,0.0,0.0,0.0,0.0,0.106080204,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
32,"Ash Hill, Subsection 5",0.09702458,0.0,0.0,0.0,0.0,0.09702458,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
33,"Ash Hill, Subsection 6",0.086675294,0.0,0.0,0.0,0.0,0.086675294,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
34,"Ash Hill, Subsection 7",0.08279431,0.0,0.0,0.0,0.0,0.08279431,0.0051746443,0.0,0.0,0.0,0.0,0.0051746443,0.0025873221
35,"Baker, Subsection 0",0.018111255,0.0,0.0,0.0,0.0,0.018111255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,"Baker, Subsection 1",0.018111255,0.0,0.0,0.0,0.0,0.018111255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,"Baker, Subsection 2",0.020698577,0.0,0.0,0.0,0.0,0.020698577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,"Baker, Subsection 3",0.021992238,0.0,0.0,0.0,0.0,0.021992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,"Baker, Subsection 4",0.021992238,0.0,0.0,0.0,0.0,0.021992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,"Baker, Subsection 5",0.018111255,0.0,0.0,0.0,0.0,0.018111255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,"Baker, Subsection 6",0.021992238,0.0,0.0,0.0,0.0,0.021992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,"Baker, Subsection 7",0.021992238,0.0,0.0,0.0,0.0,0.021992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,"Baker, Subsection 8",0.019404916,0.0,0.0,0.0,0.0,0.019404916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,"Baker, Subsection 9",0.018111255,0.0,0.0,0.0,0.0,0.018111255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,"Baker, Subsection 10",0.016817594,0.0,0.0,0.0,0.0,0.016817594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,"Baker, Subsection 11",0.016817594,0.0,0.0,0.0,0.0,0.016817594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,"Baker, Subsection 12",0.021992238,0.0,0.0,0.0,0.0,0.021992238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,"Baker, Subsection 13",0.020698577,0.0,0.0,0.0,0.0,0.020698577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,"Bartlett Springs 2011 CFM, Subsection 0",0.3518758,0.0,0.0,0.0,0.0038809832,0.32988358,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
50,"Bartlett Springs 2011 CFM, Subsection 1",0.35705045,0.0,0.0,0.0,0.0038809832,0.3350582,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
51,"Bartlett Springs 2011 CFM, Subsection 2",0.33635187,0.0,0.0,0.0,0.0038809832,0.31953427,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
52,"Bartlett Springs 2011 CFM, Subsection 3",0.31953427,0.0,0.0,0.0,0.0038809832,0.30659768,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
53,"Bartlett Springs 2011 CFM, Subsection 4",0.31953427,0.0,0.0,0.0,0.0038809832,0.30530402,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
54,"Bartlett Springs 2011 CFM, Subsection 5",0.32470894,0.0,0.0,0.0,0.0038809832,0.31306598,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
55,"Bartlett Springs 2011 CFM, Subsection 6",0.32082793,0.0,0.0,0.0,0.0038809832,0.309185,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
56,"Bartlett Springs 2011 CFM, Subsection 7",0.3156533,0.0,0.0,0.0,0.0038809832,0.30401036,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
57,"Bartlett Springs 2011 CFM, Subsection 8",0.31047866,0.0,0.0,0.0,0.0038809832,0.30012935,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
58,"Bartlett Springs 2011 CFM, Subsection 9",0.30401036,0.0,0.0,0.0,0.0038809832,0.29366106,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
59,"Bartlett Springs 2011 CFM, Subsection 10",0.26002586,0.0,0.0,0.0,0.0038809832,0.25614488,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
60,"Bartlett Springs 2011 CFM, Subsection 11",0.26778784,0.0,0.0,0.0,0.0038809832,0.26390687,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
61,"Bartlett Springs 2011 CFM, Subsection 12",0.34799483,0.0,0.0,0.0,0.0038809832,0.33376455,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
62,"Bartlett Springs 2011 CFM, Subsection 13",0.36351874,0.0,0.0,0.0,0.0038809832,0.34411386,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
63,"Bartlett Springs 2011 CFM, Subsection 14",0.38163,0.0,0.0,0.0,0.0038809832,0.36093143,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
64,"Bartlett Springs 2011 CFM, Subsection 15",0.385511,0.0,0.0,0.0,0.0038809832,0.36093143,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
65,"Bartlett Springs 2011 CFM, Subsection 16",0.40750325,0.0,0.0,0.0,0.0038809832,0.37904269,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
66,"Bartlett Springs 2011 CFM, Subsection 17",0.43984476,0.0,0.0,0.0,0.0038809832,0.3984476,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
67,"Bartlett Springs 2011 CFM, Subsection 18",0.49029756,0.0,0.0,0.0,0.0038809832,0.4385511,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
68,"Bartlett Springs 2011 CFM, Subsection 19",0.5485123,0.0,0.0,0.0,0.0038809832,0.47606727,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0012936611
