Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,Fault System Solution,500 yr Probability,500 yr Supra-Seis Prob
5.0,7.767964,6.542,9.85,7.626,7.444,8.608642,1.0,1.0
5.1,6.14038,5.172,7.708,6.036,6.524,6.830068,1.0,1.0
5.2,4.850316,4.08,6.07,4.77,4.918,5.4173,1.0,1.0
5.3,3.822242,3.216,4.732,3.754,3.836,4.2950974,1.0,1.0
5.4,3.009794,2.556,3.742,2.966,2.94,3.4037008,1.0,1.0
5.5,2.36435,2.0,2.916,2.334,2.384,2.6956394,1.0,1.0
5.6,1.850764,1.568,2.284,1.828,1.886,2.1332066,1.0,1.0
5.7,1.442108,1.222,1.756,1.428,1.332,1.6863642,1.0,1.0
5.8,1.116456,0.948,1.348,1.106,1.068,1.3311276,1.0,1.0
5.9,0.84745,0.716,1.01,0.844,0.872,1.0356472,1.0,1.0
6.0,0.66862,0.568,0.784,0.666,0.652,0.83624506,1.0,1.0
6.1,0.513868,0.436,0.604,0.512,0.504,0.66032434,1.0,1.0
6.2,0.405112,0.338,0.478,0.404,0.398,0.5290011,1.0,1.0
6.3,0.319406,0.266,0.378,0.318,0.316,0.42016467,1.0,1.0
6.4,0.250484,0.206,0.3,0.25,0.25,0.33243415,1.0,1.0
6.5,0.193138,0.156,0.232,0.192,0.192,0.2601263,1.0,1.0
6.6,0.15131,0.12,0.182,0.15,0.144,0.20548344,1.0,1.0
6.7,0.117328,0.092,0.146,0.116,0.114,0.16021843,1.0,1.0
6.8,0.092488,0.07,0.118,0.092,0.088,0.12689023,1.0,1.0
6.9,0.072502,0.054,0.094,0.072,0.072,0.09975841,1.0,1.0
7.0,0.056838,0.04,0.076,0.056,0.054,0.077940285,1.0,1.0
7.1,0.043242,0.028,0.058,0.042,0.04,0.05961322,1.0,1.0
7.2,0.03287,0.02,0.046,0.032,0.03,0.045241926,1.0,1.0
7.3,0.026072,0.016,0.038,0.026,0.026,0.035294022,1.0,1.0
7.4,0.020114,0.012,0.03,0.02,0.02,0.026938815,1.0,1.0
7.5,0.014484,0.008,0.022,0.014,0.014,0.019023713,1.0,1.0
7.6,0.010928,0.006,0.018,0.01,0.01,0.013821237,1.0,1.0
7.7,0.007842,0.004,0.012,0.008,0.008,0.009578903,1.0,1.0
7.8,0.005526,0.002,0.01,0.006,0.006,0.006191872,0.989,0.989
7.9,0.002998,0.0,0.006,0.002,0.004,0.0035149523,0.855,0.855
8.0,0.00153,0.0,0.004,0.002,0.002,0.0020316083,0.601,0.601
8.1,7.16E-4,0.0,0.004,0.0,0.0,0.0010248122,0.321,0.321
8.2,2.84E-4,0.0,0.002,0.0,0.0,4.4834707E-4,0.139,0.139
8.3,6.4E-5,0.0,0.002,0.0,0.0,1.0199686E-4,0.032,0.032
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
