Subsection Index,Subsection Name,Total 500 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 500 Year Prob,Triggered 500 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 500 Year Prob,Triggered 500 Year Primary Mean Count
53,"Bartlett Springs 2011 CFM, Subsection 4",0.314,0.0,0.0,0.0,0.003,0.299,0.002,0.0,0.0,0.0,0.0,0.002,0.001
54,"Bartlett Springs 2011 CFM, Subsection 5",0.309,0.0,0.0,0.0,0.003,0.296,0.002,0.0,0.0,0.0,0.0,0.002,0.001
55,"Bartlett Springs 2011 CFM, Subsection 6",0.305,0.0,0.0,0.0,0.003,0.292,0.002,0.0,0.0,0.0,0.0,0.002,0.001
56,"Bartlett Springs 2011 CFM, Subsection 7",0.3,0.0,0.0,0.0,0.003,0.287,0.002,0.0,0.0,0.0,0.0,0.002,0.001
57,"Bartlett Springs 2011 CFM, Subsection 8",0.296,0.0,0.0,0.0,0.003,0.284,0.002,0.0,0.0,0.0,0.0,0.002,0.001
58,"Bartlett Springs 2011 CFM, Subsection 9",0.293,0.0,0.0,0.0,0.003,0.281,0.002,0.0,0.0,0.0,0.0,0.002,0.001
59,"Bartlett Springs 2011 CFM, Subsection 10",0.262,0.0,0.0,0.0,0.003,0.255,0.002,0.0,0.0,0.0,0.0,0.002,0.001
60,"Bartlett Springs 2011 CFM, Subsection 11",0.27,0.0,0.0,0.0,0.003,0.263,0.002,0.0,0.0,0.0,0.0,0.002,0.001
61,"Bartlett Springs 2011 CFM, Subsection 12",0.313,0.0,0.0,0.0,0.003,0.302,0.002,0.0,0.0,0.0,0.0,0.002,0.001
62,"Bartlett Springs 2011 CFM, Subsection 13",0.327,0.0,0.0,0.0,0.003,0.312,0.002,0.0,0.0,0.0,0.0,0.002,0.001
63,"Bartlett Springs 2011 CFM, Subsection 14",0.344,0.0,0.0,0.0,0.003,0.327,0.002,0.0,0.0,0.0,0.0,0.002,0.001
64,"Bartlett Springs 2011 CFM, Subsection 15",0.352,0.0,0.0,0.0,0.003,0.333,0.002,0.0,0.0,0.0,0.0,0.002,0.001
65,"Bartlett Springs 2011 CFM, Subsection 16",0.355,0.0,0.0,0.0,0.003,0.336,0.002,0.0,0.0,0.0,0.0,0.002,0.001
66,"Bartlett Springs 2011 CFM, Subsection 17",0.353,0.0,0.0,0.0,0.003,0.333,0.002,0.0,0.0,0.0,0.0,0.002,0.001
67,"Bartlett Springs 2011 CFM, Subsection 18",0.347,0.0,0.0,0.0,0.003,0.328,0.002,0.0,0.0,0.0,0.0,0.002,0.001
68,"Bartlett Springs 2011 CFM, Subsection 19",0.345,0.0,0.0,0.0,0.003,0.326,0.002,0.0,0.0,0.0,0.0,0.002,0.001
69,"Bartlett Springs 2011 CFM, Subsection 20",0.33,0.0,0.0,0.0,0.003,0.315,0.002,0.0,0.0,0.0,0.0,0.002,0.001
70,"Bartlett Springs 2011 CFM, Subsection 21",0.31,0.0,0.0,0.0,0.003,0.297,0.002,0.0,0.0,0.0,0.0,0.002,0.001
71,"Bartlett Springs 2011 CFM, Subsection 22",0.266,0.0,0.0,0.0,0.002,0.256,0.002,0.0,0.0,0.0,0.0,0.002,0.001
72,"Battle Creek 2011 CFM, Subsection 0",0.026,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,"Battle Creek 2011 CFM, Subsection 1",0.033,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,"Battle Creek 2011 CFM, Subsection 2",0.035,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75,"Battle Creek 2011 CFM, Subsection 3",0.035,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,"Battle Creek 2011 CFM, Subsection 4",0.035,0.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Battle Creek 2011 CFM, Subsection 5",0.033,0.0,0.0,0.0,0.0,0.033,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,"Battle Creek 2011 CFM, Subsection 6",0.026,0.0,0.0,0.0,0.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,"Bear River fault zone, Subsection 0",0.071,0.0,0.0,0.0,0.0,0.071,0.003,0.0,0.0,0.0,0.0,0.003,0.0
80,"Bear River fault zone, Subsection 1",0.071,0.0,0.0,0.0,0.0,0.071,0.003,0.0,0.0,0.0,0.0,0.003,0.0
81,"Bear River fault zone, Subsection 2",0.069,0.0,0.0,0.0,0.0,0.069,0.003,0.0,0.0,0.0,0.0,0.003,0.0
82,"Bear River fault zone, Subsection 3",0.067,0.0,0.0,0.0,0.0,0.067,0.003,0.0,0.0,0.0,0.0,0.003,0.0
83,"Bear River fault zone, Subsection 4",0.059,0.0,0.0,0.0,0.0,0.059,0.003,0.0,0.0,0.0,0.0,0.003,0.0
84,"Bear River fault zone, Subsection 5",0.053,0.0,0.0,0.0,0.0,0.053,0.003,0.0,0.0,0.0,0.0,0.003,0.0
85,"Bear River fault zone, Subsection 6",0.048,0.0,0.0,0.0,0.0,0.048,0.002,0.0,0.0,0.0,0.0,0.002,0.0
86,"Bear River fault zone, Subsection 7",0.044,0.0,0.0,0.0,0.0,0.044,0.002,0.0,0.0,0.0,0.0,0.002,0.0
87,"Bear River fault zone, Subsection 8",0.041,0.0,0.0,0.0,0.0,0.041,0.002,0.0,0.0,0.0,0.0,0.002,0.0
88,"Bear River fault zone, Subsection 9",0.035,0.0,0.0,0.0,0.0,0.035,0.002,0.0,0.0,0.0,0.0,0.002,0.0
89,"Bear River fault zone, Subsection 10",0.022,0.0,0.0,0.0,0.0,0.022,0.002,0.0,0.0,0.0,0.0,0.002,0.0
90,"Bennett Valley 2011 CFM, Subsection 0",0.018,0.0,0.0,0.0,0.0,0.018,0.001,0.0,0.0,0.0,0.0,0.001,0.0
91,"Bennett Valley 2011 CFM, Subsection 1",0.018,0.0,0.0,0.0,0.0,0.018,0.001,0.0,0.0,0.0,0.0,0.001,0.0
92,"Bennett Valley 2011 CFM, Subsection 2",0.019,0.0,0.0,0.0,0.0,0.018,0.001,0.0,0.0,0.0,0.0,0.001,0.0
93,"Bennett Valley 2011 CFM, Subsection 3",0.016,0.0,0.0,0.0,0.0,0.015,0.001,0.0,0.0,0.0,0.0,0.001,0.0
94,"Bennett Valley 2011 CFM, Subsection 4",0.016,0.0,0.0,0.0,0.0,0.015,0.001,0.0,0.0,0.0,0.0,0.001,0.0
95,"Bennett Valley 2011 CFM, Subsection 5",0.016,0.0,0.0,0.0,0.0,0.015,0.001,0.0,0.0,0.0,0.0,0.001,0.0
96,"Bennett Valley 2011 CFM, Subsection 6",0.014,0.0,0.0,0.0,0.0,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,"Bicycle Lake, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,"Bicycle Lake, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,"Bicycle Lake, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,"Bicycle Lake, Subsection 3",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 0",0.078,0.0,0.0,0.0,0.0,0.078,0.002,0.0,0.0,0.0,0.0,0.002,0.001
102,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 1",0.082,0.0,0.0,0.0,0.0,0.082,0.002,0.0,0.0,0.0,0.0,0.002,0.001
103,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 2",0.082,0.0,0.0,0.0,0.0,0.082,0.002,0.0,0.0,0.0,0.0,0.002,0.001
104,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 3",0.09,0.0,0.0,0.0,0.0,0.09,0.003,0.0,0.0,0.0,0.0,0.003,0.001
105,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 4",0.094,0.0,0.0,0.0,0.0,0.094,0.002,0.0,0.0,0.0,0.0,0.002,0.001
106,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 5",0.1,0.0,0.0,0.0,0.0,0.1,0.003,0.0,0.0,0.0,0.0,0.003,0.002
107,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 6",0.095,0.0,0.0,0.0,0.0,0.095,0.003,0.0,0.0,0.0,0.0,0.003,0.002
108,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 7",0.094,0.0,0.0,0.0,0.0,0.094,0.004,0.0,0.0,0.0,0.0,0.004,0.002
109,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 8",0.1,0.0,0.0,0.0,0.0,0.1,0.004,0.0,0.0,0.0,0.0,0.004,0.002
110,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 9",0.098,0.0,0.0,0.0,0.0,0.098,0.005,0.0,0.0,0.0,0.0,0.005,0.002
111,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 10",0.098,0.0,0.0,0.0,0.0,0.098,0.006,0.0,0.0,0.0,0.0,0.006,0.003
112,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 11",0.097,0.0,0.0,0.0,0.0,0.097,0.007,0.0,0.0,0.0,0.0,0.007,0.004
113,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 12",0.1,0.0,0.0,0.0,0.0,0.1,0.007,0.0,0.0,0.0,0.0,0.007,0.004
114,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 13",0.104,0.0,0.0,0.0,0.0,0.104,0.008,0.0,0.0,0.0,0.0,0.008,0.004
115,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 14",0.109,0.0,0.0,0.0,0.0,0.109,0.008,0.0,0.0,0.0,0.0,0.008,0.004
116,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 15",0.099,0.0,0.0,0.0,0.0,0.099,0.006,0.0,0.0,0.0,0.0,0.006,0.003
117,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 16",0.086,0.0,0.0,0.0,0.0,0.086,0.005,0.0,0.0,0.0,0.0,0.005,0.002
118,"Big Lagoon - Bald Mtn 2011 CFM, Subsection 17",0.077,0.0,0.0,0.0,0.0,0.077,0.005,0.0,0.0,0.0,0.0,0.005,0.002
119,"Big Pine (Central), Subsection 0",0.014,0.0,0.0,0.0,0.0,0.014,0.002,0.0,0.0,0.0,0.0,0.002,0.002
120,"Big Pine (Central), Subsection 1",0.015,0.0,0.0,0.0,0.0,0.015,0.002,0.0,0.0,0.0,0.0,0.002,0.002
121,"Big Pine (Central), Subsection 2",0.015,0.0,0.0,0.0,0.0,0.015,0.002,0.0,0.0,0.0,0.0,0.002,0.002
122,"Big Pine (Central), Subsection 3",0.018,0.0,0.0,0.0,0.0,0.017,0.002,0.0,0.0,0.0,0.0,0.002,0.002
123,"Big Pine (Central), Subsection 4",0.018,0.0,0.0,0.0,0.0,0.017,0.002,0.0,0.0,0.0,0.0,0.002,0.002
124,"Big Pine (Central), Subsection 5",0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,"Big Pine (Central), Subsection 6",0.002,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,"Big Pine (East), Subsection 0",0.049,0.0,0.0,0.0,0.0,0.048,0.005,0.0,0.0,0.0,0.0,0.005,0.003
127,"Big Pine (East), Subsection 1",0.049,0.0,0.0,0.0,0.0,0.048,0.005,0.0,0.0,0.0,0.0,0.005,0.003
128,"Big Pine (East), Subsection 2",0.047,0.0,0.0,0.0,0.0,0.046,0.005,0.0,0.0,0.0,0.0,0.005,0.003
129,"Big Pine (East), Subsection 3",0.045,0.0,0.0,0.0,0.0,0.044,0.005,0.0,0.0,0.0,0.0,0.005,0.003
130,"Big Pine (West), Subsection 0",0.004,0.0,0.0,0.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,"Big Pine (West), Subsection 1",0.006,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,"Big Pine (West), Subsection 2",0.005,0.0,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,"Blackwater, Subsection 0",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
134,"Blackwater, Subsection 1",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
135,"Blackwater, Subsection 2",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
136,"Blackwater, Subsection 3",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
137,"Blackwater, Subsection 4",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
138,"Blackwater, Subsection 5",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
139,"Blackwater, Subsection 6",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
140,"Blackwater, Subsection 7",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
141,"Blackwater, Subsection 8",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
142,"Blackwater, Subsection 9",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
143,"Blackwater, Subsection 10",0.009,0.0,0.0,0.0,0.0,0.009,0.001,0.0,0.0,0.0,0.0,0.001,0.0
144,"Blue Cut, Subsection 0",0.05,0.0,0.0,0.0,0.0,0.05,0.001,0.0,0.0,0.0,0.0,0.001,0.001
145,"Blue Cut, Subsection 1",0.064,0.0,0.0,0.0,0.0,0.064,0.001,0.0,0.0,0.0,0.0,0.001,0.001
146,"Blue Cut, Subsection 2",0.07,0.0,0.0,0.0,0.0,0.07,0.001,0.0,0.0,0.0,0.0,0.001,0.001
147,"Blue Cut, Subsection 3",0.076,0.0,0.0,0.0,0.0,0.076,0.001,0.0,0.0,0.0,0.0,0.001,0.001
148,"Blue Cut, Subsection 4",0.076,0.0,0.0,0.0,0.0,0.076,0.001,0.0,0.0,0.0,0.0,0.001,0.001
149,"Blue Cut, Subsection 5",0.076,0.0,0.0,0.0,0.0,0.076,0.001,0.0,0.0,0.0,0.0,0.001,0.001
150,"Blue Cut, Subsection 6",0.076,0.0,0.0,0.0,0.0,0.076,0.001,0.0,0.0,0.0,0.0,0.001,0.001
151,"Blue Cut, Subsection 7",0.076,0.0,0.0,0.0,0.0,0.076,0.001,0.0,0.0,0.0,0.0,0.001,0.001
152,"Blue Cut, Subsection 8",0.076,0.0,0.0,0.0,0.0,0.076,0.001,0.0,0.0,0.0,0.0,0.001,0.001
153,"Blue Cut, Subsection 9",0.076,0.0,0.0,0.0,0.0,0.076,0.001,0.0,0.0,0.0,0.0,0.001,0.001
154,"Blue Cut, Subsection 10",0.072,0.0,0.0,0.0,0.0,0.072,0.001,0.0,0.0,0.0,0.0,0.001,0.001
155,"Blue Cut, Subsection 11",0.062,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,"Blue Cut, Subsection 12",0.054,0.0,0.0,0.0,0.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,"Brawley (Seismic Zone) alt 1, Subsection 0",1.956,0.0,0.0,0.0,0.004,0.976,0.073,0.0,0.0,0.0,0.001,0.068,0.036
158,"Brawley (Seismic Zone) alt 1, Subsection 1",1.956,0.0,0.0,0.0,0.004,0.976,0.073,0.0,0.0,0.0,0.001,0.068,0.036
159,"Brawley (Seismic Zone) alt 1, Subsection 2",1.95,0.0,0.0,0.0,0.004,0.974,0.072,0.0,0.0,0.0,0.001,0.068,0.036
160,"Brawley (Seismic Zone) alt 1, Subsection 3",1.936,0.0,0.0,0.0,0.004,0.973,0.072,0.0,0.0,0.0,0.001,0.068,0.036
161,"Brawley (Seismic Zone) alt 1, Subsection 4",1.927,0.0,0.0,0.0,0.004,0.972,0.071,0.0,0.0,0.0,0.001,0.067,0.036
162,"Brawley (Seismic Zone) alt 1, Subsection 5",1.917,0.0,0.0,0.0,0.004,0.97,0.07,0.0,0.0,0.0,0.001,0.066,0.036
163,"Brawley (Seismic Zone) alt 1, Subsection 6",1.912,0.0,0.0,0.0,0.004,0.967,0.07,0.0,0.0,0.0,0.001,0.066,0.036
164,"Brawley (Seismic Zone) alt 1, Subsection 7",1.903,0.0,0.0,0.0,0.004,0.966,0.069,0.0,0.0,0.0,0.001,0.065,0.036
165,"Brawley (Seismic Zone) alt 1, Subsection 8",1.891,0.0,0.0,0.0,0.004,0.966,0.066,0.0,0.0,0.0,0.001,0.063,0.035
166,"Brawley (Seismic Zone) alt 1, Subsection 9",1.881,0.0,0.0,0.0,0.004,0.965,0.066,0.0,0.0,0.0,0.001,0.063,0.035
167,"Breckenridge 2011, Subsection 0",0.006,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,"Breckenridge 2011, Subsection 1",0.006,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,"Bullion Mountains, Subsection 0",0.036,0.0,0.0,0.0,0.0,0.036,0.005,0.0,0.0,0.0,0.0,0.005,0.002
170,"Bullion Mountains, Subsection 1",0.036,0.0,0.0,0.0,0.0,0.036,0.005,0.0,0.0,0.0,0.0,0.005,0.002
171,"Bullion Mountains, Subsection 2",0.036,0.0,0.0,0.0,0.0,0.036,0.005,0.0,0.0,0.0,0.0,0.005,0.002
172,"Bullion Mountains, Subsection 3",0.036,0.0,0.0,0.0,0.0,0.036,0.005,0.0,0.0,0.0,0.0,0.005,0.002
173,"Bullion Mountains, Subsection 4",0.036,0.0,0.0,0.0,0.0,0.036,0.005,0.0,0.0,0.0,0.0,0.005,0.002
174,"Bullion Mountains, Subsection 5",0.036,0.0,0.0,0.0,0.0,0.036,0.005,0.0,0.0,0.0,0.0,0.005,0.002
175,"Burnt Mtn, Subsection 0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,"Burnt Mtn, Subsection 1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,"Burnt Mtn, Subsection 2",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,"Butano 2011 CFM, Subsection 0",0.099,0.0,0.0,0.0,0.0,0.093,0.006,0.0,0.0,0.0,0.0,0.006,0.002
179,"Butano 2011 CFM, Subsection 1",0.103,0.0,0.0,0.0,0.0,0.097,0.007,0.0,0.0,0.0,0.0,0.007,0.003
180,"Butano 2011 CFM, Subsection 2",0.091,0.0,0.0,0.0,0.0,0.087,0.006,0.0,0.0,0.0,0.0,0.006,0.002
181,"Butano 2011 CFM, Subsection 3",0.064,0.0,0.0,0.0,0.0,0.062,0.005,0.0,0.0,0.0,0.0,0.005,0.002
182,"Butano 2011 CFM, Subsection 4",0.062,0.0,0.0,0.0,0.0,0.061,0.005,0.0,0.0,0.0,0.0,0.005,0.002
183,"Butano 2011 CFM, Subsection 5",0.061,0.0,0.0,0.0,0.0,0.061,0.005,0.0,0.0,0.0,0.0,0.005,0.002
184,"Butano 2011 CFM, Subsection 6",0.061,0.0,0.0,0.0,0.0,0.061,0.004,0.0,0.0,0.0,0.0,0.004,0.002
