Parent ID,Parent Name,Total 500 Year Mean Count,Total 1 Day Prob,Total 1 Week Prob,Total 1 Month Prob,Total 1 Year Prob,Total 500 Year Prob,Triggered 500 Year Mean Count,Triggered 1 Day Prob,Triggered 1 Week Prob,Triggered 1 Month Prob,Triggered 1 Year Prob,Triggered 500 Year Prob,Triggered 500 Year Primary Mean Count
861,Airport Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,Almanor 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Anacapa-Dume alt 1,0.031047866,0.0,0.0,0.0,0.0,0.031047866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,Anaheim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,Antelope Valley 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,Ash Hill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881,Baker,0.012936611,0.0,0.0,0.0,0.0,0.012936611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,Bartlett Springs 2011 CFM,0.27813712,0.0,0.0,0.0,0.0038809832,0.26649418,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0012936611
669,Battle Creek 2011 CFM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,Bear River fault zone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,Bennett Valley 2011 CFM,0.0090556275,0.0,0.0,0.0,0.0,0.0090556275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Bicycle Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,Big Lagoon - Bald Mtn 2011 CFM,0.0996119,0.0,0.0,0.0,0.0,0.0996119,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
192,Big Pine (Central),0.01164295,0.0,0.0,0.0,0.0,0.01164295,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
191,Big Pine (East),0.0232859,0.0,0.0,0.0,0.0,0.0232859,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
200,Big Pine (West),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Blackwater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,Blue Cut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,Brawley (Seismic Zone) alt 1,0.8809832,0.0,0.0,0.0,0.0012936611,0.6558862,0.03622251,0.0,0.0,0.0,0.0,0.034928847,0.015523933
541,Breckenridge 2011,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,Bullion Mountains,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Burnt Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
561,Butano 2011 CFM,0.058214746,0.0,0.0,0.0,0.0,0.056921087,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0025873221
165,Cady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,Calaveras (Central) 2011 CFM,0.26131955,0.0,0.0,0.0,0.0,0.24191462,0.012936611,0.0,0.0,0.0,0.0,0.012936611,0.0077619664
601,Calaveras (No) 2011 CFM,0.041397154,0.0,0.0,0.0,0.0,0.041397154,0.0038809832,0.0,0.0,0.0,0.0,0.0038809832,0.0025873221
621,Calaveras (So) - Paicines extension 2011 CFM,0.29107374,0.0,0.0,0.0,0.0,0.26002586,0.014230272,0.0,0.0,0.0,0.0,0.014230272,0.0077619664
603,Calaveras (So) 2011 CFM,0.24838293,0.0,0.0,0.0,0.0,0.23027167,0.0090556275,0.0,0.0,0.0,0.0,0.0090556275,0.0064683054
88,Calico-Hidalgo,0.09055627,0.0,0.0,0.0,0.0,0.08926261,0.0077619664,0.0,0.0,0.0,0.0,0.0077619664,0.0038809832
724,Camp Rock 2011,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,Canada David (Detachment),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,Carlsbad,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,Carson Range (Genoa),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,Casmalia 2011 CFM,0.016817594,0.0,0.0,0.0,0.0,0.016817594,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
34,Cedar Mtn-Mahogany Mtn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Cerro Prieto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Channel Islands Thrust,0.0232859,0.0,0.0,0.0,0.0,0.0232859,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
214,Channel Islands Western Deep Ramp,0.02457956,0.0,0.0,0.0,0.0,0.02457956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Chino alt 1,0.014230272,0.0,0.0,0.0,0.0,0.014230272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Clamshell-Sawpit,0.0090556275,0.0,0.0,0.0,0.0,0.0090556275,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0
844,Clayton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Cleghorn,0.042690814,0.0,0.0,0.0,0.0,0.04010349,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0025873221
884,Cleghorn Lake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
883,Cleghorn Pass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
