Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,500 yr Probability,500 yr Supra-Seis Prob
5.0,3880.718,3274.0,4938.0,3811.0,3722.0,1.0,1.0
5.1,3067.824,2589.0,3916.0,3018.0,3262.0,1.0,1.0
5.2,2422.7632,2041.0,3058.0,2385.0,2534.0,1.0,1.0
5.3,1909.0802,1608.0,2392.0,1876.0,1743.0,1.0,1.0
5.4,1503.3079,1278.0,1874.0,1482.0,1470.0,1.0,1.0
5.5,1181.1255,1002.0,1469.0,1167.0,1254.0,1.0,1.0
5.6,924.49286,787.0,1142.0,914.0,943.0,1.0,1.0
5.7,720.5459,615.0,880.0,713.0,733.0,1.0,1.0
5.8,557.60803,476.0,675.0,553.0,534.0,1.0,1.0
5.9,423.4101,362.0,503.0,422.0,438.0,1.0,1.0
6.0,334.25873,285.0,392.0,333.0,326.0,1.0,1.0
6.1,256.9379,219.0,302.0,256.0,247.0,1.0,1.0
6.2,202.5912,169.0,239.0,201.0,199.0,1.0,1.0
6.3,159.74774,133.0,189.0,159.0,158.0,1.0,1.0
6.4,125.12678,102.0,150.0,125.0,122.0,1.0,1.0
6.5,96.49418,78.0,116.0,96.0,96.0,1.0,1.0
6.6,75.635185,60.0,92.0,75.0,76.0,1.0,1.0
6.7,58.62225,46.0,73.0,58.0,57.0,1.0,1.0
6.8,46.11902,35.0,58.0,46.0,44.0,1.0,1.0
6.9,36.065975,26.0,47.0,36.0,36.0,1.0,1.0
7.0,28.269081,20.0,37.0,28.0,27.0,1.0,1.0
7.1,21.538162,14.0,29.0,21.0,20.0,1.0,1.0
7.2,16.398447,10.0,23.0,16.0,15.0,1.0,1.0
7.3,12.970245,8.0,19.0,13.0,13.0,1.0,1.0
7.4,10.025873,6.0,15.0,10.0,10.0,1.0,1.0
7.5,7.2496767,4.0,11.0,7.0,7.0,1.0,1.0
7.6,5.472186,3.0,9.0,5.0,5.0,1.0,1.0
7.7,3.9301424,2.0,6.0,4.0,4.0,1.0,1.0
7.8,2.80207,1.0,5.0,3.0,3.0,0.9896507,0.9896507
7.9,1.5239327,0.0,3.0,2.0,2.0,0.8576973,0.8576973
8.0,0.76196635,0.0,2.0,1.0,1.0,0.59637773,0.59637773
8.1,0.36093143,0.0,2.0,0.0,0.0,0.3260026,0.3260026
8.2,0.15265201,0.0,1.0,0.0,0.0,0.14877102,0.14877102
8.3,0.034928847,0.0,1.0,0.0,0.0,0.034928847,0.034928847
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
