Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob
5.0,0.48641655,0.0,3.0,0.0,0.0,0.3350582,0.02457956
5.1,0.389392,0.0,2.0,0.0,0.0,0.28072444,0.02457956
5.2,0.301423,0.0,2.0,0.0,0.0,0.23156533,0.02457956
5.3,0.23027167,0.0,2.0,0.0,0.0,0.17981888,0.02457956
5.4,0.1927555,0.0,1.0,0.0,0.0,0.15782665,0.02457956
5.5,0.15265201,0.0,1.0,0.0,0.0,0.1293661,0.02457956
5.6,0.13324709,0.0,1.0,0.0,0.0,0.11513583,0.02457956
5.7,0.10866753,0.0,1.0,0.0,0.0,0.0931436,0.02457956
5.8,0.08926261,0.0,1.0,0.0,0.0,0.07891332,0.02457956
5.9,0.06468305,0.0,1.0,0.0,0.0,0.058214746,0.02457956
6.0,0.041397154,0.0,1.0,0.0,0.0,0.038809832,0.0232859
6.1,0.033635188,0.0,1.0,0.0,0.0,0.031047866,0.020698577
6.2,0.0232859,0.0,0.0,0.0,0.0,0.020698577,0.015523933
6.3,0.021992238,0.0,0.0,0.0,0.0,0.019404916,0.014230272
6.4,0.018111255,0.0,0.0,0.0,0.0,0.016817594,0.014230272
6.5,0.015523933,0.0,0.0,0.0,0.0,0.014230272,0.012936611
6.6,0.01164295,0.0,0.0,0.0,0.0,0.010349289,0.010349289
6.7,0.0090556275,0.0,0.0,0.0,0.0,0.0090556275,0.0090556275
6.8,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0064683054
6.9,0.0064683054,0.0,0.0,0.0,0.0,0.0064683054,0.0064683054
7.0,0.0025873221,0.0,0.0,0.0,0.0,0.0025873221,0.0025873221
7.1,0.0012936611,0.0,0.0,0.0,0.0,0.0012936611,0.0012936611
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
