
X-Axis: Magnitude
Y-Axis: 500 Year Cumulative Number
Number of Data Sets: 9


DATASET #1

     Name: Mean
   Points: 41
     Info: 

Data[x,y]:
5.0	  167.2264
5.1	  132.31177
5.2	  104.76326
5.3	  82.4696
5.4	  65.15783
5.5	  51.344112
5.6	  40.1837
5.7	  31.27167
5.8	  24.206985
5.9	  18.245796
6.0	  14.291074
6.1	  10.680466
6.2	  8.58991
6.3	  7.019405
6.4	  5.491591
6.5	  4.2548513
6.6	  3.377749
6.7	  2.6015525
6.8	  2.0866754
6.9	  1.6856403
7.0	  1.3648124
7.1	  1.0232859
7.2	  0.8175938
7.3	  0.67529106
7.4	  0.5446313
7.5	  0.42690814
7.6	  0.3324709
7.7	  0.24838293
7.8	  0.20051746
7.9	  0.09831824
8.0	  0.047865458
8.1	  0.014230272
8.2	  0.0038809832
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #2

     Name: 2.5%,97.5%
   Points: 41
     Info: 

Data[x,y]:
5.0	  69.0
5.1	  54.0
5.2	  42.0
5.3	  31.0
5.4	  24.0
5.5	  18.0
5.6	  13.0
5.7	  10.0
5.8	  7.0
5.9	  5.0
6.0	  4.0
6.1	  2.0
6.2	  2.0
6.3	  1.0
6.4	  0.0
6.5	  0.0
6.6	  0.0
6.7	  0.0
6.8	  0.0
6.9	  0.0
7.0	  0.0
7.1	  0.0
7.2	  0.0
7.3	  0.0
7.4	  0.0
7.5	  0.0
7.6	  0.0
7.7	  0.0
7.8	  0.0
7.9	  0.0
8.0	  0.0
8.1	  0.0
8.2	  0.0
8.3	  0.0
8.4	  0.0
8.5	  0.0
8.6	  0.0
8.7	  0.0
8.8	  0.0
8.9	  0.0
9.0	  0.0



DATASET #3

     Name: null
   Points: 41
     Info: 

Data[x,y]:
5.0	  447.0
5.1	  355.0
5.2	  278.0
5.3	  212.0
5.4	  171.0
5.5	  132.0
5.6	  103.0
5.7	  80.0
5.8	  62.0
5.9	  48.0
