Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 yr Probability,1 yr Supra-Seis Prob
5.0,6.889,1.0,22.0,5.0,4.0,0.98,0.282
5.1,5.486,0.0,18.0,4.0,3.0,0.962,0.282
5.2,4.346,0.0,15.0,3.0,2.0,0.937,0.282
5.3,3.428,0.0,12.0,3.0,2.0,0.898,0.282
5.4,2.732,0.0,10.0,2.0,1.0,0.86,0.282
5.5,2.134,0.0,7.0,2.0,1.0,0.784,0.282
5.6,1.703,0.0,6.0,1.0,0.0,0.702,0.282
5.7,1.383,0.0,5.0,1.0,0.0,0.637,0.282
5.8,1.063,0.0,4.0,1.0,0.0,0.551,0.281
5.9,0.816,0.0,4.0,0.0,0.0,0.468,0.272
6.0,0.653,0.0,3.0,0.0,0.0,0.405,0.265
6.1,0.518,0.0,3.0,0.0,0.0,0.352,0.245
6.2,0.413,0.0,2.0,0.0,0.0,0.298,0.222
6.3,0.337,0.0,2.0,0.0,0.0,0.266,0.204
6.4,0.252,0.0,2.0,0.0,0.0,0.212,0.169
6.5,0.198,0.0,1.0,0.0,0.0,0.172,0.139
6.6,0.156,0.0,1.0,0.0,0.0,0.143,0.118
6.7,0.121,0.0,1.0,0.0,0.0,0.114,0.098
6.8,0.094,0.0,1.0,0.0,0.0,0.088,0.081
6.9,0.067,0.0,1.0,0.0,0.0,0.064,0.061
7.0,0.057,0.0,1.0,0.0,0.0,0.054,0.051
7.1,0.042,0.0,1.0,0.0,0.0,0.041,0.038
7.2,0.03,0.0,1.0,0.0,0.0,0.029,0.029
7.3,0.023,0.0,0.0,0.0,0.0,0.022,0.022
7.4,0.016,0.0,0.0,0.0,0.0,0.015,0.015
7.5,0.013,0.0,0.0,0.0,0.0,0.013,0.013
7.6,0.01,0.0,0.0,0.0,0.0,0.01,0.01
7.7,0.007,0.0,0.0,0.0,0.0,0.007,0.007
7.8,0.005,0.0,0.0,0.0,0.0,0.005,0.005
7.9,0.004,0.0,0.0,0.0,0.0,0.004,0.004
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
