Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,0.29670283,0.0,2.0,0.0,0.0,0.20838395,0.0,0.23324294
2.6,0.23520607,0.0,2.0,0.0,0.0,0.16940346,0.0,0.18441431
2.7,0.1869089,0.0,1.0,0.0,0.0,0.13808025,0.0,0.14685467
2.8,0.14748374,0.0,1.0,0.0,0.0,0.11119306,0.0,0.11578091
2.9,0.11681128,0.0,1.0,0.0,0.0,0.08981562,0.0,0.092006505
3.0,0.09210412,0.0,1.0,0.0,0.0,0.0717679,0.0,0.07260304
3.1,0.07335141,0.0,1.0,0.0,0.0,0.05786334,0.0,0.057874188
3.2,0.057798266,0.0,1.0,0.0,0.0,0.04610629,0.0,0.045629065
3.3,0.0455423,0.0,1.0,0.0,0.0,0.036464207,0.0,0.035737526
3.4,0.036030367,0.0,1.0,0.0,0.0,0.029164858,0.0,0.02835141
3.5,0.02867679,0.0,0.0,0.0,0.0,0.023524946,0.0,0.022711497
3.6,0.022635575,0.0,0.0,0.0,0.0,0.018709328,0.0,0.017906725
3.7,0.017960954,0.0,0.0,0.0,0.0,0.015130152,0.0,0.014327548
3.8,0.014067245,0.0,0.0,0.0,0.0,0.012006507,0.0,0.011279826
3.9,0.011323211,0.0,0.0,0.0,0.0,0.00972885,0.0,0.009078091
4.0,0.008980477,0.0,0.0,0.0,0.0,0.007776573,0.0,0.0072885035
4.1,0.0072017354,0.0,0.0,0.0,0.0,0.0063340566,0.0,0.005921909
4.2,0.005650759,0.0,0.0,0.0,0.0,0.005075922,0.0,0.004685466
4.3,0.0044685467,0.0,0.0,0.0,0.0,0.004023861,0.0,0.0037093277
4.4,0.00345987,0.0,0.0,0.0,0.0,0.0030694143,0.0,0.0028091106
4.5,0.0027223427,0.0,0.0,0.0,0.0,0.002407809,0.0,0.0021800434
4.6,0.0021475055,0.0,0.0,0.0,0.0,0.0019088937,0.0,0.001724512
4.7,0.0017462039,0.0,0.0,0.0,0.0,0.0015618221,0.0,0.0014208243
4.8,0.0013991323,0.0,0.0,0.0,0.0,0.0012472885,0.0,0.0011496746
4.9,0.0011171367,0.0,0.0,0.0,0.0,9.869848E-4,0.0,9.1106293E-4
5.0,8.6767896E-4,0.0,0.0,0.0,0.0,7.7006506E-4,0.0,7.049891E-4
5.1,7.2668114E-4,0.0,0.0,0.0,0.0,6.616052E-4,0.0,5.965293E-4
5.2,5.748373E-4,0.0,0.0,0.0,0.0,5.4229936E-4,0.0,4.7722342E-4
5.3,4.229935E-4,0.0,0.0,0.0,0.0,4.013015E-4,0.0,3.6876355E-4
5.4,3.0368764E-4,0.0,0.0,0.0,0.0,3.0368764E-4,0.0,2.8199566E-4
5.5,2.494577E-4,0.0,0.0,0.0,0.0,2.494577E-4,0.0,2.2776573E-4
5.6,2.0607375E-4,0.0,0.0,0.0,0.0,2.0607375E-4,0.0,1.9522777E-4
5.7,1.8438177E-4,0.0,0.0,0.0,0.0,1.8438177E-4,0.0,1.735358E-4
5.8,1.0845987E-4,0.0,0.0,0.0,0.0,1.0845987E-4,0.0,1.0845987E-4
5.9,9.761388E-5,0.0,0.0,0.0,0.0,9.761388E-5,0.0,9.761388E-5
6.0,7.592191E-5,0.0,0.0,0.0,0.0,7.592191E-5,0.0,7.592191E-5
6.1,6.5075925E-5,0.0,0.0,0.0,0.0,6.5075925E-5,0.0,6.5075925E-5
6.2,4.338395E-5,0.0,0.0,0.0,0.0,4.338395E-5,0.0,4.338395E-5
6.3,2.1691974E-5,0.0,0.0,0.0,0.0,2.1691974E-5,0.0,2.1691974E-5
6.4,2.1691974E-5,0.0,0.0,0.0,0.0,2.1691974E-5,0.0,2.1691974E-5
6.5,1.0845987E-5,0.0,0.0,0.0,0.0,1.0845987E-5,0.0,1.0845987E-5
6.6,1.0845987E-5,0.0,0.0,0.0,0.0,1.0845987E-5,0.0,1.0845987E-5
6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
