Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,1.103829,0.0,3.0,0.0,0.0,0.4204025,1.1057404E-4,0.5443402
2.6,0.8770417,0.0,3.0,0.0,0.0,0.353442,1.1057404E-4,0.43074906
2.7,0.698591,0.0,3.0,0.0,0.0,0.2956276,1.1057404E-4,0.34401163
2.8,0.55602944,0.0,2.0,0.0,0.0,0.24504787,1.1057404E-4,0.27288094
2.9,0.44017944,0.0,2.0,0.0,0.0,0.20043914,1.1057404E-4,0.2158879
3.0,0.34941396,0.0,2.0,0.0,0.0,0.16319148,1.1057404E-4,0.17112122
3.1,0.27673522,0.0,1.0,0.0,0.0,0.13291,1.1057404E-4,0.13578492
3.2,0.21929991,0.0,1.0,0.0,0.0,0.10766752,1.1057404E-4,0.10736739
3.3,0.1742015,0.0,1.0,0.0,0.0,0.08662686,1.1057404E-4,0.084936656
3.4,0.13821755,0.0,1.0,0.0,0.0,0.069945976,1.1057404E-4,0.06713424
3.5,0.11033709,0.0,1.0,0.0,0.0,0.05677187,1.1057404E-4,0.05366
3.6,0.08700597,0.0,1.0,0.0,0.0,0.04535115,1.1057404E-4,0.042302467
3.7,0.06869807,0.0,1.0,0.0,0.0,0.036442045,1.1057404E-4,0.03361451
3.8,0.054591984,0.0,1.0,0.0,0.0,0.02930212,1.1057404E-4,0.026743121
3.9,0.043534577,0.0,0.0,0.0,0.0,0.023694437,1.1057404E-4,0.021451363
4.0,0.034262154,0.0,0.0,0.0,0.0,0.018844975,1.1057404E-4,0.01694942
4.1,0.026822101,0.0,0.0,0.0,0.0,0.014911699,1.1057404E-4,0.013411051
4.2,0.020961678,0.0,0.0,0.0,0.0,0.011784033,1.1057404E-4,0.010409756
4.3,0.016712476,0.0,0.0,0.0,0.0,0.009430386,1.1057404E-4,0.008277256
4.4,0.013316274,0.0,0.0,0.0,0.0,0.0073452755,1.1057404E-4,0.0063185166
4.5,0.01052033,0.0,0.0,0.0,0.0,0.0059867944,1.1057404E-4,0.0051811836
4.6,0.00856159,0.0,0.0,0.0,0.0,0.0048494614,1.1057404E-4,0.0041070357
4.7,0.006713424,0.0,0.0,0.0,0.0,0.003901684,1.1057404E-4,0.0032856285
4.8,0.005528702,0.0,0.0,0.0,0.0,0.0033330175,1.1057404E-4,0.00281174
4.9,0.004438758,0.0,0.0,0.0,0.0,0.0027327584,1.1057404E-4,0.0022430734
5.0,0.0036173507,0.0,0.0,0.0,0.0,0.0022114806,1.1057404E-4,0.0017849809
5.1,0.002827536,0.0,0.0,0.0,0.0,0.0017533883,1.1057404E-4,0.0013742773
5.2,0.002227277,0.0,0.0,0.0,0.0,0.0015006476,1.1057404E-4,0.001137333
5.3,0.0017691846,0.0,0.0,0.0,0.0,0.0012163144,1.1057404E-4,9.6357375E-4
5.4,0.0015322402,0.0,0.0,0.0,0.0,0.0011057403,1.1057404E-4,8.845923E-4
5.5,0.0012794996,0.0,0.0,0.0,0.0,9.6357375E-4,1.1057404E-4,7.7401823E-4
5.6,0.0011057403,0.0,0.0,0.0,0.0,8.0561085E-4,1.1057404E-4,6.634442E-4
5.7,8.214071E-4,0.0,0.0,0.0,0.0,6.4764795E-4,1.1057404E-4,5.212776E-4
5.8,5.844628E-4,0.0,0.0,0.0,0.0,4.7388874E-4,1.1057404E-4,3.7911098E-4
5.9,5.054813E-4,0.0,0.0,0.0,0.0,4.1070356E-4,1.1057404E-4,3.317221E-4
6.0,3.9490729E-4,0.0,0.0,0.0,0.0,3.317221E-4,1.1057404E-4,2.6853694E-4
6.1,3.317221E-4,0.0,0.0,0.0,0.0,2.6853694E-4,1.1057404E-4,2.0535178E-4
6.2,2.3694437E-4,0.0,0.0,0.0,0.0,1.8955549E-4,1.1057404E-4,1.5796292E-4
6.3,2.2114808E-4,0.0,0.0,0.0,0.0,1.737592E-4,1.1057404E-4,1.4216662E-4
6.4,1.5796292E-4,0.0,0.0,0.0,0.0,1.2637033E-4,9.4777744E-5,9.4777744E-5
6.5,1.1057404E-4,0.0,0.0,0.0,0.0,1.1057404E-4,9.4777744E-5,7.898146E-5
6.6,1.1057404E-4,0.0,0.0,0.0,0.0,1.1057404E-4,9.4777744E-5,7.898146E-5
