Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,41.7438,26.0,57.0,38.0,37.0,1.0,0.00168,36.03212
2.6,33.11988,19.0,46.0,30.0,31.0,1.0,0.00168,28.58944
2.7,26.305,15.0,38.0,24.0,23.0,1.0,0.00168,22.70928
2.8,20.88712,11.0,31.0,19.0,19.0,1.0,0.00168,18.03112
2.9,16.5964,8.0,26.0,15.0,15.0,1.0,0.00168,14.32256
3.0,13.20108,6.0,21.0,12.0,11.0,0.99996,0.00168,11.39404
3.1,10.47956,4.0,18.0,10.0,9.0,0.99992,0.00168,9.04812
3.2,8.31552,3.0,15.0,8.0,7.0,0.99948,0.00168,7.18428
3.3,6.60296,2.0,12.0,6.0,5.0,0.99732,0.00168,5.70324
3.4,5.24396,1.0,10.0,5.0,4.0,0.99024,0.00168,4.527
3.5,4.15936,0.0,9.0,4.0,3.0,0.974,0.00168,3.58708
3.6,3.30404,0.0,7.0,3.0,2.0,0.9472,0.00168,2.85164
3.7,2.62216,0.0,6.0,2.0,2.0,0.90304,0.00168,2.26348
3.8,2.08504,0.0,5.0,2.0,1.0,0.8424,0.00168,1.79924
3.9,1.65716,0.0,5.0,1.0,1.0,0.76856,0.00168,1.42952
4.0,1.31604,0.0,4.0,1.0,1.0,0.68684,0.00168,1.13484
4.1,1.04336,0.0,4.0,1.0,0.0,0.6042,0.00168,0.90036
4.2,0.82788,0.0,3.0,1.0,0.0,0.52288,0.00168,0.71472
4.3,0.66072,0.0,3.0,0.0,0.0,0.44648,0.00168,0.571
4.4,0.52484,0.0,2.0,0.0,0.0,0.37628,0.00168,0.45404
4.5,0.41712,0.0,2.0,0.0,0.0,0.31484,0.00168,0.3618
4.6,0.329,0.0,2.0,0.0,0.0,0.25736,0.00168,0.28484
4.7,0.26268,0.0,2.0,0.0,0.0,0.21108,0.00168,0.22736
4.8,0.20832,0.0,1.0,0.0,0.0,0.17152,0.00168,0.17996
4.9,0.16652,0.0,1.0,0.0,0.0,0.13952,0.00168,0.14332
5.0,0.13068,0.0,1.0,0.0,0.0,0.11108,0.00168,0.11212
5.1,0.10108,0.0,1.0,0.0,0.0,0.08776,0.00168,0.0866
5.2,0.07976,0.0,1.0,0.0,0.0,0.06964,0.00168,0.06804
5.3,0.0614,0.0,1.0,0.0,0.0,0.0546,0.00168,0.05248
5.4,0.04724,0.0,1.0,0.0,0.0,0.04228,0.00168,0.04032
5.5,0.03616,0.0,1.0,0.0,0.0,0.03264,0.00168,0.0306
5.6,0.02772,0.0,1.0,0.0,0.0,0.02512,0.00168,0.0236
5.7,0.0202,0.0,0.0,0.0,0.0,0.01848,0.00168,0.01728
5.8,0.01532,0.0,0.0,0.0,0.0,0.01392,0.00168,0.01276
5.9,0.01028,0.0,0.0,0.0,0.0,0.00928,0.00168,0.00832
6.0,0.00724,0.0,0.0,0.0,0.0,0.00664,0.00168,0.00592
6.1,0.00424,0.0,0.0,0.0,0.0,0.00388,0.0016,0.00356
6.2,0.00244,0.0,0.0,0.0,0.0,0.00224,0.0016,0.002
6.3,0.002,0.0,0.0,0.0,0.0,0.0018,0.0016,0.00164
6.4,0.00184,0.0,0.0,0.0,0.0,0.00168,0.00156,0.00152
6.5,0.00168,0.0,0.0,0.0,0.0,0.00152,0.00144,0.00136
6.6,0.00156,0.0,0.0,0.0,0.0,0.00152,0.00144,0.00136
6.7,0.00152,0.0,0.0,0.0,0.0,0.00148,0.00144,0.00136
6.8,0.0014,0.0,0.0,0.0,0.0,0.0014,0.00136,0.00128
6.9,0.00136,0.0,0.0,0.0,0.0,0.00136,0.00132,0.00124
7.0,0.00136,0.0,0.0,0.0,0.0,0.00136,0.00132,0.00124
7.1,0.0012,0.0,0.0,0.0,0.0,0.0012,0.00116,0.00108
7.2,0.00116,0.0,0.0,0.0,0.0,0.00116,0.00116,0.00104
7.3,0.00112,0.0,0.0,0.0,0.0,0.00112,0.00112,0.001
7.4,0.00108,0.0,0.0,0.0,0.0,0.00108,0.00108,9.6E-4
7.5,0.00108,0.0,0.0,0.0,0.0,0.00108,0.00108,9.6E-4
7.6,0.00104,0.0,0.0,0.0,0.0,0.00104,0.00104,9.2E-4
7.7,0.001,0.0,0.0,0.0,0.0,0.001,0.001,8.8E-4
7.8,9.2E-4,0.0,0.0,0.0,0.0,9.2E-4,9.2E-4,8.0E-4
7.9,4.4E-4,0.0,0.0,0.0,0.0,4.4E-4,4.4E-4,4.0E-4
8.0,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,1.2E-4,1.2E-4
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
