Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,5.0,5.2202,2.0,2.0,0.0,2071.0,0.0,1.0,4.0,13.0
2.65,12.0,4.14673,2.0,1.0,0.0,1642.0,0.0,1.0,4.0,11.0
2.75,7.0,3.29741,1.0,1.0,0.0,1320.0,0.0,0.0,3.0,9.0
2.85,4.0,2.61817,1.0,1.0,0.0,1026.0,0.0,0.0,3.0,7.0
2.95,4.0,2.0866,1.0,0.0,0.0,840.0,0.0,0.0,2.0,6.0
3.05,2.0,1.65878,1.0,0.0,0.0,675.0,0.0,0.0,2.0,5.0
3.15,2.0,1.31224,0.0,0.0,0.0,557.0,0.0,0.0,1.0,4.0
3.25,2.0,1.04761,0.0,0.0,0.0,430.0,0.0,0.0,1.0,3.0
3.35,3.0,0.8291,0.0,0.0,0.0,340.0,0.0,0.0,1.0,3.0
3.45,0.0,0.65664,0.0,0.0,0.0,253.0,0.0,0.0,1.0,3.0
3.55,1.0,0.52218,0.0,0.0,0.0,217.0,0.0,0.0,1.0,2.0
3.65,0.0,0.41469,0.0,0.0,0.0,178.0,0.0,0.0,1.0,2.0
3.75,1.0,0.32633,0.0,0.0,0.0,141.0,0.0,0.0,0.0,2.0
3.85,1.0,0.26257,0.0,0.0,0.0,112.0,0.0,0.0,0.0,1.0
3.95,0.0,0.20626,0.0,0.0,0.0,109.0,0.0,0.0,0.0,1.0
4.05,0.0,0.16439,0.0,0.0,0.0,76.0,0.0,0.0,0.0,1.0
4.15,0.0,0.1329,0.0,0.0,0.0,60.0,0.0,0.0,0.0,1.0
4.25,0.0,0.10414,0.0,0.0,0.0,52.0,0.0,0.0,0.0,1.0
4.35,0.0,0.08229,0.0,0.0,0.0,38.0,0.0,0.0,0.0,1.0
4.45,0.0,0.06633,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0
4.55,0.0,0.05351,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1.0
4.65,0.0,0.04137,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1.0
4.75,0.0,0.03321,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
4.85,0.0,0.02599,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0
4.95,0.0,0.02102,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0
5.05,0.0,0.01601,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
5.15,0.0,0.01297,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
5.25,0.0,0.01079,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
5.35,0.0,0.00809,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
5.45,0.0,0.00657,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
5.55,0.0,0.00536,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
5.65,0.0,0.00415,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
5.75,0.0,0.0036,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
5.85,0.0,0.00287,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
5.95,0.0,0.00169,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
6.05,0.0,0.00241,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
