Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.116129786,0.117404595,0.069
6.1,0.116129786,0.117404595,0.069
6.2,0.116129786,0.117404595,0.069
6.3,0.116129786,0.117404595,0.069
6.4,0.116129786,0.117404595,0.069
6.5,0.116129786,0.117404595,0.069
6.6,0.116129786,0.117404595,0.069
6.7,0.08817875,0.08912296,0.048
6.8,0.08817875,0.08912296,0.048
6.9,0.07631548,0.077157065,0.04
7.0,0.06408909,0.064798445,0.032
7.1,0.056811824,0.05746097,0.028
7.2,0.042200807,0.042667165,0.023
7.3,0.026377033,0.026663361,0.015
7.4,0.02296349,0.02321574,0.015
7.5,0.016393533,0.016571295,0.009
7.6,0.0065236543,0.0065838965,0.003
7.7,8.561412E-4,8.4446307E-4,0.001
7.8,2.28907E-4,2.090985E-4,0.001
