Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 wk Probability,1 wk Supra-Seis Prob,Primary Aftershocks Mean
2.5,103.50661,63.0,213.0,87.0,83.0,1.0,0.00738,70.02314
2.6,82.21499,49.0,170.0,70.0,66.0,1.0,0.00738,55.6148
2.7,65.30796,37.0,136.0,55.0,50.0,1.0,0.00738,44.18732
2.8,51.85342,28.0,109.0,44.0,42.0,1.0,0.00738,35.07682
2.9,41.19118,21.0,87.0,35.0,33.0,1.0,0.00738,27.86102
3.0,32.7159,16.0,70.0,28.0,26.0,1.0,0.00738,22.13275
3.1,25.98586,12.0,56.0,22.0,21.0,1.0,0.00738,17.57705
3.2,20.63605,9.0,45.0,18.0,16.0,1.0,0.00738,13.95308
3.3,16.39292,6.0,36.0,14.0,12.0,1.0,0.00738,11.08582
3.4,13.02592,4.0,29.0,11.0,10.0,0.99993,0.00738,8.80933
3.5,10.35268,3.0,24.0,9.0,7.0,0.99938,0.00738,6.99993
3.6,8.22628,2.0,20.0,7.0,6.0,0.99762,0.00738,5.56168
3.7,6.53254,1.0,16.0,5.0,5.0,0.99195,0.00738,4.41588
3.8,5.19306,1.0,13.0,4.0,4.0,0.9789,0.00738,3.51086
3.9,4.12293,0.0,11.0,3.0,3.0,0.95363,0.00738,2.78942
4.0,3.27374,0.0,9.0,3.0,2.0,0.91476,0.00738,2.21653
4.1,2.59836,0.0,8.0,2.0,1.0,0.8599,0.00738,1.75842
4.2,2.06635,0.0,7.0,2.0,1.0,0.79289,0.00738,1.39873
4.3,1.63919,0.0,6.0,1.0,1.0,0.71625,0.00738,1.11062
4.4,1.29985,0.0,5.0,1.0,0.0,0.6352,0.00738,0.88104
4.5,1.03012,0.0,4.0,1.0,0.0,0.55401,0.00738,0.69885
4.6,0.81799,0.0,4.0,0.0,0.0,0.47539,0.00738,0.55384
4.7,0.64693,0.0,3.0,0.0,0.0,0.40242,0.00738,0.43815
4.8,0.51437,0.0,3.0,0.0,0.0,0.33896,0.00738,0.34883
4.9,0.40481,0.0,2.0,0.0,0.0,0.28049,0.00738,0.2745
5.0,0.3198,0.0,2.0,0.0,0.0,0.23023,0.00738,0.2172
5.1,0.2521,0.0,2.0,0.0,0.0,0.18814,0.00738,0.171
5.2,0.1986,0.0,2.0,0.0,0.0,0.15296,0.00738,0.13498
5.3,0.15615,0.0,1.0,0.0,0.0,0.12378,0.00738,0.1068
5.4,0.12199,0.0,1.0,0.0,0.0,0.09908,0.00738,0.08417
5.5,0.09493,0.0,1.0,0.0,0.0,0.07867,0.00738,0.06592
5.6,0.07386,0.0,1.0,0.0,0.0,0.06224,0.00738,0.05141
5.7,0.05735,0.0,1.0,0.0,0.0,0.04932,0.00738,0.03982
5.8,0.04349,0.0,1.0,0.0,0.0,0.0378,0.00738,0.03042
5.9,0.03283,0.0,1.0,0.0,0.0,0.02926,0.00738,0.02286
6.0,0.02492,0.0,0.0,0.0,0.0,0.02258,0.00738,0.01738
6.1,0.01848,0.0,0.0,0.0,0.0,0.01691,0.00639,0.01306
6.2,0.01217,0.0,0.0,0.0,0.0,0.01127,0.0047,0.00868
6.3,0.00912,0.0,0.0,0.0,0.0,0.00855,0.00402,0.00647
6.4,0.0067,0.0,0.0,0.0,0.0,0.00626,0.00331,0.00467
6.5,0.00515,0.0,0.0,0.0,0.0,0.00484,0.00283,0.00357
6.6,0.00405,0.0,0.0,0.0,0.0,0.00387,0.00253,0.00291
6.7,0.00325,0.0,0.0,0.0,0.0,0.00313,0.00219,0.0024
6.8,0.00263,0.0,0.0,0.0,0.0,0.00255,0.00195,0.00195
6.9,0.00197,0.0,0.0,0.0,0.0,0.00193,0.0016,0.00144
7.0,0.00155,0.0,0.0,0.0,0.0,0.00154,0.00135,0.00111
7.1,0.00128,0.0,0.0,0.0,0.0,0.00128,0.00113,9.2E-4
7.2,8.9E-4,0.0,0.0,0.0,0.0,8.9E-4,8.0E-4,6.3E-4
7.3,6.6E-4,0.0,0.0,0.0,0.0,6.6E-4,6.4E-4,4.7E-4
7.4,5.7E-4,0.0,0.0,0.0,0.0,5.7E-4,5.7E-4,4.1E-4
7.5,4.1E-4,0.0,0.0,0.0,0.0,4.1E-4,4.1E-4,3.0E-4
7.6,2.1E-4,0.0,0.0,0.0,0.0,2.1E-4,2.1E-4,1.4E-4
7.7,7.0E-5,0.0,0.0,0.0,0.0,7.0E-5,7.0E-5,6.0E-5
7.8,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,4.0E-5
7.9,3.0E-5,0.0,0.0,0.0,0.0,3.0E-5,3.0E-5,2.0E-5
8.0,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
