Magnitude,UCERF3-TI Prob,UCERF3-TD Prob,UCERF3-ETAS Prob
6.0,0.82503724,0.832151,0.72727275
6.1,0.82503724,0.832151,0.6
6.2,0.64226156,0.6483848,0.4
6.3,0.5727006,0.58172166,0.3272727
6.4,0.5362743,0.5466161,0.3090909
6.5,0.51718384,0.5280502,0.29090908
6.6,0.44390202,0.45574307,0.23636363
6.7,0.40441445,0.41645733,0.21818182
6.8,0.35314393,0.36434868,0.18181819
6.9,0.32769325,0.33841938,0.16363636
7.0,0.2762617,0.28584555,0.16363636
7.1,0.24818511,0.25714698,0.14545454
7.2,0.22114737,0.22950654,0.12727273
7.3,0.18872789,0.19625671,0.09090909
7.4,0.074272044,0.07803167,0.036363635
