Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,100 yr Probability,100 yr Supra-Seis Prob
5.0,7.8320065,6.49,9.66,7.76,7.55,1.0,1.0
5.1,6.1966486,5.09,7.7,6.14,5.83,1.0,1.0
5.2,4.8987637,3.99,6.13,4.86,4.88,1.0,1.0
5.3,3.8654664,3.13,4.88,3.83,3.72,1.0,1.0
5.4,3.0530803,2.43,3.83,3.03,2.97,1.0,1.0
5.5,2.4030695,1.89,3.04,2.38,2.31,1.0,1.0
5.6,1.88859,1.45,2.41,1.87,1.87,1.0,1.0
5.7,1.4737636,1.12,1.9,1.46,1.51,1.0,1.0
5.8,1.1500434,0.86,1.49,1.14,1.12,1.0,1.0
5.9,0.87964207,0.63,1.16,0.87,0.89,1.0,1.0
6.0,0.6953579,0.49,0.93,0.69,0.72,1.0,1.0
6.1,0.53432757,0.36,0.72,0.53,0.52,1.0,1.0
6.2,0.41860086,0.27,0.58,0.42,0.44,1.0,1.0
6.3,0.3256074,0.2,0.47,0.32,0.31,1.0,1.0
6.4,0.24836226,0.14,0.37,0.24,0.24,1.0,1.0
6.5,0.18873101,0.09,0.3,0.19,0.21,1.0,1.0
6.6,0.14352494,0.07,0.23,0.14,0.15,1.0,1.0
6.7,0.10588937,0.05,0.18,0.1,0.11,1.0,0.9978308
6.8,0.07986985,0.03,0.15,0.08,0.06,1.0,0.9967462
6.9,0.059501085,0.02,0.12,0.06,0.06,0.9967462,0.9934924
7.0,0.043850325,0.01,0.09,0.04,0.03,0.9902386,0.97939265
7.1,0.03206074,0.0,0.07,0.03,0.03,0.9652929,0.94902384
7.2,0.022201736,0.0,0.05,0.02,0.02,0.9067245,0.8817787
7.3,0.016941432,0.0,0.05,0.02,0.01,0.840564,0.8221258
7.4,0.011279826,0.0,0.03,0.01,0.01,0.6898048,0.675705
7.5,0.007266811,0.0,0.03,0.01,0.0,0.5173536,0.5151844
7.6,0.004295011,0.0,0.02,0.0,0.0,0.34815618,0.3449024
7.7,0.0022342734,0.0,0.01,0.0,0.0,0.20065077,0.19848156
7.8,0.0011930586,0.0,0.01,0.0,0.0,0.11388286,0.112798266
7.9,5.965293E-4,0.0,0.01,0.0,0.0,0.05965293,0.05965293
8.0,3.253796E-4,0.0,0.01,0.0,0.0,0.03253796,0.03253796
8.1,1.3015185E-4,0.0,0.0,0.0,0.0,0.013015185,0.013015185
8.2,1.0845987E-5,0.0,0.0,0.0,0.0,0.0010845987,0.0010845987
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
