Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,9268.616,5163.0,28134.0,7088.0,5570.0,1.0,0.4543081,2833.5078
2.6,7360.897,4091.0,22382.0,5642.0,4612.0,1.0,0.4543081,2250.0574
2.7,5848.099,3260.0,17665.0,4475.0,4036.0,1.0,0.4543081,1787.3512
2.8,4644.162,2578.0,14046.0,3544.0,3200.0,1.0,0.4543081,1419.3446
2.9,3688.6946,2049.0,11203.0,2815.0,2550.0,1.0,0.4543081,1127.4308
3.0,2930.9138,1642.0,8888.0,2242.0,2176.0,1.0,0.4543081,896.0039
3.1,2328.4727,1298.0,7022.0,1789.0,1625.0,1.0,0.4543081,711.859
3.2,1847.8773,1021.0,5525.0,1414.0,1102.0,1.0,0.4543081,564.5731
3.3,1468.6266,810.0,4379.0,1126.0,989.0,1.0,0.4543081,449.24936
3.4,1166.8525,645.0,3490.0,896.0,859.0,1.0,0.4543081,356.96085
3.5,926.19324,511.0,2779.0,707.0,680.0,1.0,0.4543081,283.03656
3.6,736.0953,402.0,2184.0,561.0,509.0,1.0,0.4543081,225.30809
3.7,584.63446,314.0,1737.0,447.0,435.0,1.0,0.4543081,178.92819
3.8,464.26892,244.0,1368.0,354.0,325.0,1.0,0.4543081,141.99608
3.9,369.1932,192.0,1097.0,283.0,259.0,1.0,0.4543081,112.980415
4.0,293.2859,150.0,868.0,226.0,220.0,1.0,0.4543081,89.85901
4.1,233.21802,116.0,698.0,179.0,166.0,1.0,0.4543081,71.660576
4.2,185.01306,91.0,567.0,144.0,122.0,1.0,0.4543081,56.894257
4.3,146.60835,72.0,441.0,115.0,94.0,1.0,0.4543081,45.05744
4.4,116.330284,54.0,349.0,91.0,79.0,1.0,0.4543081,35.842037
4.5,92.267624,42.0,283.0,72.0,65.0,1.0,0.4543081,28.425587
4.6,73.12402,32.0,226.0,58.0,46.0,1.0,0.4543081,22.639687
4.7,57.84334,24.0,181.0,46.0,43.0,1.0,0.4543081,17.890339
4.8,45.793736,18.0,143.0,36.0,34.0,1.0,0.4543081,14.082246
4.9,36.284595,13.0,114.0,28.0,23.0,1.0,0.4543081,11.156658
5.0,28.613577,9.0,88.0,23.0,18.0,1.0,0.4543081,8.796345
5.1,22.563969,7.0,71.0,18.0,14.0,1.0,0.4543081,6.9386425
5.2,17.74282,5.0,58.0,14.0,14.0,1.0,0.4543081,5.454308
5.3,13.885118,3.0,44.0,11.0,9.0,1.0,0.4543081,4.2885118
5.4,10.915144,2.0,35.0,9.0,5.0,1.0,0.4543081,3.3407311
5.5,8.5,1.0,28.0,7.0,7.0,0.9947781,0.4543081,2.6096606
5.6,6.543081,1.0,21.0,5.0,3.0,0.98433423,0.4543081,1.9686685
5.7,5.04047,0.0,17.0,4.0,2.0,0.95822453,0.4543081,1.5091383
5.8,3.843342,0.0,13.0,3.0,1.0,0.90469974,0.4543081,1.1279373
5.9,2.8877285,0.0,12.0,2.0,1.0,0.8381201,0.4543081,0.8577024
6.0,2.191906,0.0,9.0,2.0,1.0,0.7754569,0.4530026,0.6331593
6.1,1.5639687,0.0,7.0,1.0,0.0,0.6710183,0.38772845,0.44255874
6.2,1.0287206,0.0,5.0,1.0,0.0,0.54960835,0.33028722,0.29895562
6.3,0.7467363,0.0,4.0,0.0,0.0,0.4373368,0.26631853,0.21148825
6.4,0.59007835,0.0,3.0,0.0,0.0,0.3550914,0.24281985,0.16449086
