Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.5,1934.0,6047.4463,5273.0,4967.0,3640.0,21134.0,4020.0,4434.0,7508.0,13083.0
2.6,1623.0,4804.083,4188.0,3756.0,2870.0,16808.0,3187.0,3527.0,5953.0,10378.0
2.7,1365.0,3817.3333,3335.0,3560.0,2263.0,13220.0,2532.0,2797.0,4744.0,8271.0
2.8,1118.0,3032.1748,2652.0,2366.0,1799.0,10516.0,2006.0,2225.0,3768.0,6546.0
2.9,954.0,2408.344,2107.0,1944.0,1388.0,8264.0,1589.0,1765.0,2988.0,5197.0
3.0,826.0,1912.5585,1670.0,1522.0,1095.0,6540.0,1261.0,1398.0,2373.0,4174.0
3.1,695.0,1518.8976,1326.0,1230.0,864.0,5138.0,994.0,1115.0,1879.0,3309.0
3.2,589.0,1205.9043,1050.0,1077.0,657.0,4082.0,780.0,880.0,1489.0,2658.0
3.3,484.0,958.7739,834.0,772.0,496.0,3243.0,611.0,695.0,1186.0,2103.0
3.4,408.0,761.0,662.0,601.0,400.0,2571.0,486.0,550.0,949.0,1653.0
3.5,308.0,604.1739,527.0,426.0,325.0,2058.0,386.0,438.0,749.0,1317.0
3.6,223.0,480.4908,419.0,333.0,252.0,1621.0,305.0,345.0,596.0,1047.0
3.7,159.0,381.62704,335.0,285.0,195.0,1268.0,238.0,273.0,475.0,830.0
3.8,136.0,303.17584,267.0,234.0,149.0,1011.0,187.0,216.0,378.0,658.0
3.9,108.0,240.99226,213.0,219.0,115.0,799.0,146.0,171.0,301.0,520.0
4.0,83.0,191.25314,168.0,134.0,90.0,663.0,114.0,134.0,239.0,423.0
4.1,62.0,152.03091,134.0,115.0,66.0,510.0,89.0,107.0,192.0,338.0
4.2,50.0,120.67826,107.0,86.0,52.0,398.0,69.0,84.0,152.0,266.0
4.3,44.0,95.71594,85.0,74.0,43.0,318.0,53.0,66.0,121.0,211.0
4.4,35.0,75.87536,68.0,56.0,30.0,255.0,41.0,51.0,98.0,169.0
4.5,29.0,60.143963,54.0,48.0,22.0,205.0,31.0,39.0,78.0,133.0
4.6,19.0,47.644444,43.0,35.0,13.0,177.0,24.0,30.0,63.0,108.0
4.7,13.0,37.71401,34.0,24.0,10.0,137.0,18.0,24.0,49.0,86.0
4.8,10.0,29.744928,27.0,20.0,6.0,122.0,13.0,18.0,40.0,68.0
