Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,100 yr Probability,100 yr Supra-Seis Prob
5.0,7.901964,6.36,9.33,7.77,7.74,1.0,1.0
5.1,6.2441072,5.08,7.48,6.18,6.4,1.0,1.0
5.2,4.93,3.89,5.87,4.86,4.74,1.0,1.0
5.3,3.8819642,3.02,4.64,3.8,3.78,1.0,1.0
5.4,3.0751786,2.42,3.68,3.06,3.09,1.0,1.0
5.5,2.428393,1.9,2.93,2.42,2.39,1.0,1.0
5.6,1.9116071,1.49,2.4,1.92,1.97,1.0,1.0
5.7,1.505,1.1,1.9,1.5,1.44,1.0,1.0
5.8,1.1805357,0.86,1.5,1.18,1.2,1.0,1.0
5.9,0.905,0.66,1.19,0.9,0.91,1.0,1.0
6.0,0.71732146,0.49,0.97,0.71,0.72,1.0,1.0
6.1,0.55303574,0.37,0.77,0.55,0.58,1.0,1.0
6.2,0.43196428,0.29,0.64,0.43,0.44,1.0,1.0
6.3,0.33357143,0.22,0.49,0.33,0.37,1.0,1.0
6.4,0.25553572,0.15,0.37,0.25,0.27,1.0,1.0
6.5,0.19714285,0.11,0.28,0.2,0.21,1.0,1.0
6.6,0.15089285,0.07,0.22,0.15,0.18,1.0,1.0
6.7,0.11214285,0.05,0.18,0.12,0.12,1.0,1.0
6.8,0.08446429,0.03,0.14,0.08,0.08,1.0,1.0
6.9,0.06285714,0.02,0.1,0.06,0.08,1.0,1.0
7.0,0.047857143,0.01,0.1,0.04,0.04,0.98214287,0.98214287
7.1,0.035714287,0.01,0.07,0.03,0.04,0.98214287,0.9464286
7.2,0.024285715,0.0,0.06,0.02,0.02,0.91071427,0.83928573
7.3,0.017857144,0.0,0.05,0.02,0.02,0.78571427,0.75
7.4,0.011428571,0.0,0.03,0.01,0.0,0.66071427,0.64285713
7.5,0.006964286,0.0,0.03,0.01,0.0,0.51785713,0.51785713
7.6,0.0035714286,0.0,0.01,0.0,0.0,0.3392857,0.3392857
7.7,0.002142857,0.0,0.01,0.0,0.0,0.19642857,0.19642857
7.8,0.00125,0.0,0.01,0.0,0.0,0.125,0.125
7.9,8.9285715E-4,0.0,0.01,0.0,0.0,0.08928572,0.08928572
8.0,3.5714285E-4,0.0,0.01,0.0,0.0,0.035714287,0.035714287
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
