Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,3612.1145,2423.0,8613.0,3067.0,2745.0,1.0,0.19679,1638.7788
2.6,2869.1477,1921.0,6842.0,2437.0,2312.0,1.0,0.19679,1301.7073
2.7,2278.955,1522.0,5431.0,1936.0,1751.0,1.0,0.19679,1033.9221
2.8,1810.2041,1204.0,4312.0,1539.0,1380.0,1.0,0.19679,821.22797
2.9,1437.8275,952.0,3428.0,1223.0,1129.0,1.0,0.19679,652.3198
3.0,1142.0156,752.0,2726.0,972.0,910.0,1.0,0.19679,518.0826
3.1,907.06305,594.0,2168.0,772.0,684.0,1.0,0.19679,411.46368
3.2,720.4204,468.0,1723.0,614.0,544.0,1.0,0.19679,326.77997
3.3,572.22723,368.0,1368.0,488.0,451.0,1.0,0.19679,259.54416
3.4,454.43643,290.0,1091.0,388.0,365.0,1.0,0.19679,206.0982
3.5,360.92416,227.0,867.0,309.0,278.0,1.0,0.19679,163.66951
3.6,286.6259,178.0,690.0,245.0,224.0,1.0,0.19679,129.9759
3.7,227.5887,139.0,550.0,195.0,179.0,1.0,0.19679,103.22675
3.8,180.718,108.0,438.0,155.0,141.0,1.0,0.19679,81.95804
3.9,143.49147,84.0,348.0,123.0,113.0,1.0,0.19679,65.06812
4.0,113.90824,65.0,278.0,98.0,91.0,1.0,0.19679,51.65321
4.1,90.43144,50.0,222.0,78.0,70.0,1.0,0.19679,41.00469
4.2,71.76284,38.0,176.0,62.0,56.0,1.0,0.19679,32.53632
4.3,56.94606,29.0,140.0,49.0,43.0,1.0,0.19679,25.82424
4.4,45.15888,22.0,112.0,39.0,35.0,1.0,0.19679,20.47884
4.5,35.79661,16.0,89.0,31.0,26.0,1.0,0.19679,16.23619
4.6,28.37262,12.0,71.0,25.0,22.0,1.0,0.19679,12.86629
4.7,22.4709,9.0,58.0,19.0,17.0,1.0,0.19679,10.18475
4.8,17.77582,6.0,46.0,15.0,13.0,0.99999,0.19679,8.05294
4.9,14.05663,4.0,37.0,12.0,10.0,0.99987,0.19679,6.36433
5.0,11.1008,3.0,30.0,9.0,8.0,0.99924,0.19679,5.02335
5.1,8.75054,2.0,24.0,7.0,6.0,0.99689,0.19679,3.9608
5.2,6.88377,1.0,20.0,6.0,5.0,0.99034,0.19679,3.11218
5.3,5.40315,1.0,16.0,4.0,3.0,0.97526,0.19679,2.4407
5.4,4.22855,0.0,13.0,3.0,2.0,0.94776,0.19679,1.90693
5.5,3.30045,0.0,11.0,3.0,2.0,0.90412,0.19679,1.48707
5.6,2.55748,0.0,9.0,2.0,1.0,0.84313,0.19679,1.14827
5.7,1.96794,0.0,7.0,1.0,1.0,0.7664,0.19679,0.87875
5.8,1.49632,0.0,6.0,1.0,0.0,0.67687,0.19679,0.66537
5.9,1.12598,0.0,5.0,1.0,0.0,0.58129,0.19673,0.49879
6.0,0.85996,0.0,4.0,0.0,0.0,0.48966,0.19663,0.37476
6.1,0.61362,0.0,3.0,0.0,0.0,0.39064,0.16016,0.27081
6.2,0.41756,0.0,3.0,0.0,0.0,0.29304,0.13464,0.18494
6.3,0.30578,0.0,2.0,0.0,0.0,0.22831,0.11065,0.13689
6.4,0.23097,0.0,2.0,0.0,0.0,0.17837,0.09802,0.10182
6.5,0.17387,0.0,2.0,0.0,0.0,0.13833,0.08242,0.07636
6.6,0.13664,0.0,1.0,0.0,0.0,0.11383,0.07304,0.06168
6.7,0.10658,0.0,1.0,0.0,0.0,0.09084,0.06206,0.04818
6.8,0.08215,0.0,1.0,0.0,0.0,0.07242,0.05235,0.03772
6.9,0.05852,0.0,1.0,0.0,0.0,0.05378,0.04026,0.02736
7.0,0.04223,0.0,1.0,0.0,0.0,0.03974,0.03108,0.01931
7.1,0.03333,0.0,1.0,0.0,0.0,0.03193,0.0268,0.01495
7.2,0.02386,0.0,0.0,0.0,0.0,0.02307,0.02046,0.01002
7.3,0.01687,0.0,0.0,0.0,0.0,0.01645,0.01517,0.0069
7.4,0.01436,0.0,0.0,0.0,0.0,0.01405,0.01351,0.00595
7.5,0.01099,0.0,0.0,0.0,0.0,0.01082,0.01067,0.00465
7.6,0.00575,0.0,0.0,0.0,0.0,0.0057,0.00567,0.00256
7.7,0.00187,0.0,0.0,0.0,0.0,0.00186,0.00185,7.4E-4
7.8,0.001,0.0,0.0,0.0,0.0,0.001,0.001,4.6E-4
7.9,4.9E-4,0.0,0.0,0.0,0.0,4.9E-4,4.9E-4,2.3E-4
8.0,1.4E-4,0.0,0.0,0.0,0.0,1.4E-4,1.4E-4,9.0E-5
8.1,2.0E-5,0.0,0.0,0.0,0.0,2.0E-5,2.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
