Magnitude,ComCat Data,Simulation Mean,Simulation Median,Simulation Mode,Simulation Minimum,Simulation Maximum,2.5 %-ile,16 %-ile,84 %-ile,97.5 %-ile
2.55,309.0,653.15125,598.0,571.0,424.0,3415.0,494.0,535.0,738.0,1247.0
2.65,251.0,518.828,475.0,446.0,330.0,2759.0,390.0,424.0,587.0,988.0
2.75,245.0,412.17682,378.0,354.0,253.0,2210.0,307.0,336.0,467.0,786.0
2.85,160.0,327.4219,301.0,279.0,195.0,1810.0,242.0,266.0,372.0,624.0
2.95,124.0,260.044,239.0,227.0,153.0,1438.0,190.0,210.0,296.0,495.0
3.05,122.0,206.57433,190.0,180.0,116.0,1089.0,149.0,167.0,236.0,394.0
3.15,101.0,164.02586,151.0,145.0,88.0,929.0,116.0,131.0,188.0,314.0
3.25,103.0,130.34416,121.0,112.0,68.0,709.0,91.0,104.0,150.0,249.0
3.35,73.0,103.54618,96.0,91.0,47.0,556.0,71.0,82.0,120.0,198.0
3.45,98.0,82.25333,76.0,73.0,35.0,437.0,55.0,64.0,96.0,158.0
3.55,85.0,65.33577,61.0,59.0,26.0,346.0,42.0,51.0,77.0,126.0
3.65,63.0,51.87528,48.0,45.0,17.0,280.0,32.0,40.0,62.0,100.0
3.75,24.0,41.18852,38.0,37.0,11.0,234.0,25.0,31.0,49.0,80.0
3.85,28.0,32.72619,31.0,28.0,7.0,185.0,19.0,24.0,40.0,64.0
3.95,25.0,26.02098,24.0,23.0,5.0,148.0,14.0,19.0,32.0,51.0
4.05,21.0,20.67864,19.0,19.0,4.0,132.0,10.0,14.0,26.0,41.0
4.15,13.0,16.41819,15.0,14.0,2.0,98.0,8.0,11.0,21.0,33.0
4.25,5.0,13.03883,12.0,12.0,1.0,78.0,5.0,9.0,17.0,26.0
4.35,9.0,10.34653,10.0,9.0,0.0,73.0,4.0,6.0,14.0,21.0
4.45,6.0,8.21895,8.0,7.0,0.0,47.0,3.0,5.0,11.0,17.0
4.55,10.0,6.5514,6.0,5.0,0.0,43.0,2.0,4.0,9.0,14.0
4.65,6.0,5.1868,5.0,4.0,0.0,31.0,1.0,3.0,8.0,12.0
4.75,3.0,4.11821,4.0,3.0,0.0,26.0,1.0,2.0,6.0,10.0
4.85,5.0,3.2817,3.0,3.0,0.0,24.0,0.0,1.0,5.0,8.0
4.95,2.0,2.59339,2.0,2.0,0.0,18.0,0.0,1.0,4.0,7.0
5.05,1.0,2.06113,2.0,1.0,0.0,19.0,0.0,1.0,4.0,6.0
5.15,0.0,1.64057,1.0,1.0,0.0,13.0,0.0,0.0,3.0,5.0
5.25,0.0,1.30179,1.0,1.0,0.0,12.0,0.0,0.0,2.0,4.0
5.35,0.0,1.03389,1.0,0.0,0.0,11.0,0.0,0.0,2.0,4.0
5.45,1.0,0.82486,1.0,0.0,0.0,9.0,0.0,0.0,2.0,3.0
5.55,1.0,0.65262,0.0,0.0,0.0,8.0,0.0,0.0,1.0,3.0
5.65,0.0,0.52146,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
5.75,0.0,0.41103,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0
5.85,0.0,0.32027,0.0,0.0,0.0,6.0,0.0,0.0,1.0,2.0
5.95,0.0,0.22728,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0
6.05,0.0,0.20201,0.0,0.0,0.0,5.0,0.0,0.0,1.0,1.0
6.15,0.0,0.16507,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.25,0.0,0.10649,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.35,0.0,0.07714,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.45,0.0,0.05719,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0
6.55,0.0,0.0359,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.65,0.0,0.03037,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
6.75,0.0,0.02222,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
6.85,0.0,0.01966,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
6.95,0.0,0.01477,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.05,0.0,0.00875,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.15,0.0,0.00904,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.25,0.0,0.00885,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.35,0.0,0.0028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.45,0.0,0.00423,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.55,0.0,0.00524,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.65,0.0,0.00439,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
7.75,0.0,7.8E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.85,0.0,6.4E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7.95,0.0,4.6E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.05,0.0,1.3E-4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.15,0.0,1.0E-5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
