Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 d Probability,1 d Supra-Seis Prob,Primary Aftershocks Mean
2.5,1442.1527,1203.0,2254.0,1352.0,1319.0,1.0,0.07501,1064.714
2.6,1145.506,950.0,1792.0,1075.0,1032.0,1.0,0.07501,845.70483
2.7,909.9209,750.0,1426.0,855.0,820.0,1.0,0.07501,671.7291
2.8,722.8045,591.0,1134.0,679.0,657.0,1.0,0.07501,533.6075
2.9,574.1194,465.0,902.0,540.0,529.0,1.0,0.07501,423.83362
3.0,455.9835,366.0,717.0,430.0,412.0,1.0,0.07501,336.59995
3.1,362.1799,287.0,569.0,341.0,329.0,1.0,0.07501,267.3454
3.2,287.70413,225.0,453.0,272.0,262.0,1.0,0.07501,212.3757
3.3,228.51926,176.0,361.0,216.0,207.0,1.0,0.07501,168.6777
3.4,181.49486,137.0,287.0,172.0,170.0,1.0,0.07501,133.98598
3.5,144.14095,107.0,229.0,137.0,134.0,1.0,0.07501,106.3992
3.6,114.47299,83.0,184.0,109.0,106.0,1.0,0.07501,84.50804
3.7,90.90786,64.0,147.0,86.0,84.0,1.0,0.07501,67.11753
3.8,72.20863,49.0,117.0,69.0,65.0,1.0,0.07501,53.30826
3.9,57.34067,38.0,94.0,54.0,53.0,1.0,0.07501,42.33095
4.0,45.52475,28.0,75.0,43.0,42.0,1.0,0.07501,33.61047
4.1,36.14334,21.0,61.0,34.0,33.0,1.0,0.07501,26.68428
4.2,28.68741,16.0,49.0,27.0,26.0,1.0,0.07501,21.18287
4.3,22.76282,12.0,40.0,22.0,20.0,1.0,0.07501,16.80914
4.4,18.05453,9.0,33.0,17.0,16.0,1.0,0.07501,13.33094
4.5,14.32293,6.0,27.0,14.0,12.0,1.0,0.07501,10.56835
4.6,11.3432,4.0,22.0,11.0,10.0,0.99992,0.07501,8.36842
4.7,8.99488,3.0,18.0,8.0,8.0,0.99944,0.07501,6.63476
4.8,7.1249,2.0,15.0,7.0,6.0,0.99758,0.07501,5.25622
4.9,5.63372,1.0,13.0,5.0,5.0,0.99108,0.07501,4.15647
5.0,4.45558,1.0,11.0,4.0,4.0,0.97781,0.07501,3.28779
5.1,3.51633,0.0,9.0,3.0,3.0,0.95117,0.07501,2.595
5.2,2.77025,0.0,7.0,2.0,2.0,0.90895,0.07501,2.04479
5.3,2.17908,0.0,6.0,2.0,1.0,0.85117,0.07501,1.60764
5.4,1.70664,0.0,5.0,1.0,1.0,0.77825,0.07501,1.25921
5.5,1.32996,0.0,5.0,1.0,1.0,0.69417,0.07501,0.98203
5.6,1.03388,0.0,4.0,1.0,0.0,0.60482,0.07501,0.76336
5.7,0.79584,0.0,3.0,1.0,0.0,0.51334,0.07501,0.58839
5.8,0.6094,0.0,3.0,0.0,0.0,0.4271,0.07501,0.45036
5.9,0.46317,0.0,2.0,0.0,0.0,0.34743,0.07498,0.34252
6.0,0.35825,0.0,2.0,0.0,0.0,0.28287,0.07495,0.26366
6.1,0.26951,0.0,2.0,0.0,0.0,0.22377,0.06226,0.19947
6.2,0.19261,0.0,1.0,0.0,0.0,0.16725,0.05016,0.14295
6.3,0.14239,0.0,1.0,0.0,0.0,0.12693,0.04013,0.1054
6.4,0.10674,0.0,1.0,0.0,0.0,0.09666,0.03489,0.0783
6.5,0.07939,0.0,1.0,0.0,0.0,0.07307,0.03056,0.05785
6.6,0.06193,0.0,1.0,0.0,0.0,0.05814,0.02802,0.04527
6.7,0.04792,0.0,1.0,0.0,0.0,0.04534,0.0242,0.03493
6.8,0.03696,0.0,1.0,0.0,0.0,0.03551,0.02095,0.02692
6.9,0.02756,0.0,1.0,0.0,0.0,0.02687,0.01707,0.01998
7.0,0.0204,0.0,0.0,0.0,0.0,0.01996,0.01382,0.01447
7.1,0.01619,0.0,0.0,0.0,0.0,0.01588,0.01221,0.01136
7.2,0.01167,0.0,0.0,0.0,0.0,0.0115,0.00956,0.00797
7.3,0.00789,0.0,0.0,0.0,0.0,0.0078,0.00679,0.00529
7.4,0.00656,0.0,0.0,0.0,0.0,0.00647,0.00606,0.00427
7.5,0.00473,0.0,0.0,0.0,0.0,0.00466,0.00453,0.00308
7.6,0.00271,0.0,0.0,0.0,0.0,0.00268,0.00263,0.00179
7.7,8.9E-4,0.0,0.0,0.0,0.0,8.8E-4,8.7E-4,5.7E-4
7.8,5.6E-4,0.0,0.0,0.0,0.0,5.6E-4,5.6E-4,3.8E-4
7.9,3.4E-4,0.0,0.0,0.0,0.0,3.4E-4,3.4E-4,2.0E-4
8.0,1.2E-4,0.0,0.0,0.0,0.0,1.2E-4,1.2E-4,8.0E-5
8.1,1.0E-5,0.0,0.0,0.0,0.0,1.0E-5,1.0E-5,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
