Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 hr Probability,1 hr Supra-Seis Prob,Primary Aftershocks Mean
2.5,505.9576,444.0,614.0,496.0,489.0,1.0,0.025716081,457.63293
2.6,401.87802,349.0,490.0,394.0,395.0,1.0,0.025716081,363.48575
2.7,319.21558,273.0,391.0,313.0,308.0,1.0,0.025716081,288.70856
2.8,253.55605,214.0,312.0,249.0,242.0,1.0,0.025716081,229.32304
2.9,201.39154,167.0,250.0,198.0,195.0,1.0,0.025716081,182.14523
3.0,159.96373,130.0,200.0,157.0,154.0,1.0,0.025716081,144.67015
3.1,127.04392,101.0,161.0,125.0,122.0,1.0,0.025716081,114.902336
3.2,100.92774,78.0,130.0,99.0,97.0,1.0,0.025716081,91.28328
3.3,80.1671,60.0,105.0,79.0,78.0,1.0,0.025716081,72.500015
3.4,63.688755,46.0,85.0,63.0,62.0,1.0,0.025716081,57.59917
3.5,50.57408,35.0,69.0,50.0,48.0,1.0,0.025716081,45.74089
3.6,40.165955,27.0,56.0,39.0,39.0,1.0,0.025716081,36.331745
3.7,31.917852,20.0,46.0,31.0,32.0,1.0,0.025716081,28.870516
3.8,25.350302,15.0,38.0,25.0,24.0,1.0,0.025716081,22.927048
3.9,20.124096,11.0,31.0,20.0,20.0,1.0,0.025716081,18.20417
4.0,15.984761,8.0,26.0,16.0,15.0,1.0,0.025716081,14.460352
4.1,12.682827,6.0,21.0,12.0,12.0,0.9999874,0.025716081,11.473191
4.2,10.066444,4.0,18.0,10.0,9.0,0.99994975,0.025716081,9.105628
4.3,7.9827137,3.0,15.0,8.0,7.0,0.9995603,0.025716081,7.22142
4.4,6.333254,2.0,12.0,6.0,6.0,0.9975,0.025716081,5.7292967
4.5,5.0200377,1.0,10.0,5.0,4.0,0.9910804,0.025716081,4.540804
4.6,3.973882,1.0,9.0,4.0,3.0,0.976897,0.025716081,3.5934548
4.7,3.1490703,0.0,7.0,3.0,3.0,0.9504146,0.025716081,2.8478768
4.8,2.4981282,0.0,6.0,2.0,2.0,0.90633166,0.025716081,2.2589698
4.9,1.9738568,0.0,5.0,2.0,1.0,0.84714824,0.025716081,1.7853266
5.0,1.5639699,0.0,5.0,1.0,1.0,0.775603,0.025716081,1.4144222
5.1,1.233593,0.0,4.0,1.0,1.0,0.69350505,0.025716081,1.1165075
5.2,0.9721608,0.0,3.0,1.0,0.0,0.6057161,0.025716081,0.87957287
5.3,0.7648116,0.0,3.0,1.0,0.0,0.5190201,0.025716081,0.69164574
5.4,0.60018843,0.0,3.0,0.0,0.0,0.43904522,0.025716081,0.5429397
5.5,0.46920854,0.0,2.0,0.0,0.0,0.36486182,0.025716081,0.425
5.6,0.3641583,0.0,2.0,0.0,0.0,0.2978769,0.025716081,0.32978642
5.7,0.2797613,0.0,2.0,0.0,0.0,0.23810302,0.025716081,0.25316584
5.8,0.21407035,0.0,1.0,0.0,0.0,0.18869346,0.025716081,0.19351758
5.9,0.1626005,0.0,1.0,0.0,0.0,0.14704774,0.025716081,0.14672111
6.0,0.12601759,0.0,1.0,0.0,0.0,0.11620603,0.025703518,0.113643214
6.1,0.09523869,0.0,1.0,0.0,0.0,0.08929648,0.021444723,0.085816585
6.2,0.06744975,0.0,1.0,0.0,0.0,0.064497486,0.016997488,0.06085427
6.3,0.049786434,0.0,1.0,0.0,0.0,0.047927137,0.013354272,0.04477387
6.4,0.03708543,0.0,1.0,0.0,0.0,0.03594221,0.011582915,0.033140704
6.5,0.02781407,0.0,1.0,0.0,0.0,0.027110552,0.010364322,0.024748744
6.6,0.021494975,0.0,0.0,0.0,0.0,0.021055276,0.009522613,0.019045226
6.7,0.016595477,0.0,0.0,0.0,0.0,0.016344221,0.008190955,0.014711055
6.8,0.0128015075,0.0,0.0,0.0,0.0,0.0126758795,0.00709799,0.011381909
6.9,0.009396985,0.0,0.0,0.0,0.0,0.009346734,0.0056909546,0.008379397
7.0,0.0066959797,0.0,0.0,0.0,0.0,0.0066582914,0.004472362,0.005866834
7.1,0.0052889446,0.0,0.0,0.0,0.0,0.005263819,0.0039572865,0.00459799
7.2,0.0036809046,0.0,0.0,0.0,0.0,0.0036683418,0.0029899497,0.003178392
7.3,0.0024120603,0.0,0.0,0.0,0.0,0.0023994974,0.0020728642,0.002085427
7.4,0.0019723617,0.0,0.0,0.0,0.0,0.001959799,0.0017964824,0.0016834171
7.5,0.0014572864,0.0,0.0,0.0,0.0,0.0014447236,0.0013944723,0.0012688442
7.6,8.4170856E-4,0.0,0.0,0.0,0.0,8.291457E-4,8.291457E-4,7.035176E-4
7.7,2.1356784E-4,0.0,0.0,0.0,0.0,2.1356784E-4,2.1356784E-4,1.6331658E-4
7.8,1.6331658E-4,0.0,0.0,0.0,0.0,1.6331658E-4,1.6331658E-4,1.2562814E-4
7.9,1.0050251E-4,0.0,0.0,0.0,0.0,1.0050251E-4,1.0050251E-4,6.281407E-5
8.0,1.2562814E-5,0.0,0.0,0.0,0.0,1.2562814E-5,1.2562814E-5,1.2562814E-5
8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
