Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,1 mo Probability,1 mo Supra-Seis Prob,Primary Aftershocks Mean
2.5,4023.2937,3444.0,6753.0,3788.0,3687.0,1.0,0.2661385,2875.153
2.6,3195.8203,2728.0,5359.0,3010.0,2932.0,1.0,0.2661385,2283.8025
2.7,2538.643,2161.0,4265.0,2392.0,2337.0,1.0,0.2661385,1814.2087
2.8,2016.5164,1710.0,3389.0,1901.0,1864.0,1.0,0.2661385,1441.0728
2.9,1601.7113,1352.0,2695.0,1511.0,1494.0,1.0,0.2661385,1144.635
3.0,1272.1317,1068.0,2136.0,1201.0,1162.0,1.0,0.2661385,909.1086
3.1,1010.38525,844.0,1694.0,955.0,943.0,1.0,0.2661385,722.083
3.2,802.437,666.0,1346.0,759.0,743.0,1.0,0.2661385,573.48816
3.3,637.2805,524.0,1069.0,603.0,581.0,1.0,0.2661385,455.45468
3.4,506.11075,412.0,848.0,479.0,468.0,1.0,0.2661385,361.70975
3.5,401.96283,324.0,674.0,381.0,367.0,1.0,0.2661385,287.27945
3.6,319.22018,254.0,536.0,303.0,298.0,1.0,0.2661385,228.13487
3.7,253.42914,199.0,426.0,241.0,231.0,1.0,0.2661385,181.1198
3.8,201.27698,155.0,338.0,191.0,185.0,1.0,0.2661385,143.83766
3.9,159.81917,121.0,269.0,152.0,149.0,1.0,0.2661385,114.20646
4.0,126.8723,93.0,214.0,121.0,118.0,1.0,0.2661385,90.66031
4.1,100.68397,72.0,170.0,96.0,92.0,1.0,0.2661385,71.947
4.2,79.91891,56.0,135.0,76.0,75.0,1.0,0.2661385,57.119637
4.3,63.405,43.0,108.0,61.0,57.0,1.0,0.2661385,45.318367
4.4,50.28534,32.0,86.0,48.0,46.0,1.0,0.2661385,35.93602
4.5,39.868828,25.0,69.0,38.0,37.0,1.0,0.2661385,28.495329
4.6,31.58669,18.0,55.0,30.0,30.0,1.0,0.2661385,22.575598
4.7,24.995716,14.0,44.0,24.0,22.0,1.0,0.2661385,17.864706
4.8,19.769249,10.0,36.0,19.0,18.0,1.0,0.2661385,14.129695
4.9,15.629414,7.0,29.0,15.0,14.0,1.0,0.2661385,11.168861
5.0,12.348287,5.0,24.0,12.0,11.0,0.99995303,0.2661385,8.827981
5.1,9.731151,3.0,19.0,9.0,8.0,0.9996948,0.2661385,6.958932
5.2,7.651995,2.0,16.0,7.0,7.0,0.9985446,0.2661385,5.473075
5.3,6.0073004,1.0,13.0,6.0,5.0,0.9944601,0.2661385,4.2936034
5.4,4.6997066,1.0,11.0,4.0,4.0,0.9834272,0.2661385,3.3576643
5.5,3.6609154,0.0,9.0,3.0,3.0,0.9604108,0.2661385,2.616784
5.6,2.8369014,0.0,7.0,3.0,2.0,0.9201291,0.2661385,2.0292487
5.7,2.175892,0.0,6.0,2.0,1.0,0.8588028,0.2661385,1.5587676
5.8,1.6516901,0.0,5.0,1.0,1.0,0.77704227,0.2661385,1.1822183
5.9,1.2431924,0.0,4.0,1.0,1.0,0.67915493,0.2660446,0.8907629
6.0,0.94684273,0.0,4.0,1.0,0.0,0.5828756,0.26592723,0.6767253
6.1,0.6886385,0.0,3.0,0.0,0.0,0.47565728,0.23400235,0.49571598
6.2,0.44934273,0.0,2.0,0.0,0.0,0.34529343,0.18160798,0.32225353
6.3,0.33984742,0.0,2.0,0.0,0.0,0.27670187,0.15738262,0.24552818
