Mag,Mean,2.5 %ile,97.5 %ile,Median,Mode,10 yr Probability,10 yr Supra-Seis Prob,Primary Aftershocks Mean
2.5,982.6436,544.0,2890.0,722.0,646.0,1.0,0.04613,419.10065
2.6,780.50684,429.0,2294.0,575.0,499.0,1.0,0.04613,332.8931
2.7,619.9421,338.0,1824.0,457.0,402.0,1.0,0.04613,264.4258
2.8,492.43295,265.0,1449.0,363.0,323.0,1.0,0.04613,210.01633
2.9,391.1044,208.0,1154.0,289.0,262.0,1.0,0.04613,166.81007
3.0,310.6612,163.0,915.0,230.0,206.0,1.0,0.04613,132.50018
3.1,246.73518,127.0,727.0,183.0,164.0,1.0,0.04613,105.24118
3.2,195.95187,99.0,580.0,146.0,130.0,1.0,0.04613,83.57096
3.3,155.66084,76.0,461.0,116.0,103.0,1.0,0.04613,66.37954
3.4,123.62909,59.0,367.0,92.0,84.0,1.0,0.04613,52.71663
3.5,98.20263,45.0,292.0,73.0,66.0,1.0,0.04613,41.86816
3.6,77.96474,35.0,232.0,58.0,52.0,1.0,0.04613,33.23855
3.7,61.90809,26.0,186.0,46.0,40.0,1.0,0.04613,26.3981
3.8,49.14629,20.0,148.0,37.0,32.0,1.0,0.04613,20.9684
3.9,39.03044,15.0,118.0,29.0,25.0,1.0,0.04613,16.64812
4.0,30.96538,11.0,95.0,23.0,20.0,1.0,0.04613,13.21058
4.1,24.58251,8.0,76.0,18.0,16.0,1.0,0.04613,10.48237
4.2,19.51272,6.0,60.0,15.0,12.0,0.99998,0.04613,8.32473
4.3,15.4936,4.0,49.0,12.0,9.0,0.99976,0.04613,6.61281
4.4,12.29239,3.0,39.0,9.0,7.0,0.99881,0.04613,5.24477
4.5,9.7489,2.0,32.0,7.0,6.0,0.99569,0.04613,4.16271
4.6,7.73064,1.0,26.0,6.0,4.0,0.98777,0.04613,3.30189
4.7,6.1269,0.0,21.0,4.0,3.0,0.97104,0.04613,2.61865
4.8,4.85348,0.0,17.0,3.0,2.0,0.94256,0.04613,2.07523
4.9,3.84134,0.0,14.0,3.0,2.0,0.90017,0.04613,1.64084
5.0,3.0335,0.0,12.0,2.0,1.0,0.84419,0.04613,1.29912
5.1,2.39771,0.0,10.0,2.0,1.0,0.7766,0.04613,1.02784
5.2,1.89109,0.0,8.0,1.0,0.0,0.69943,0.04613,0.81206
5.3,1.49134,0.0,7.0,1.0,0.0,0.61917,0.04613,0.64032
5.4,1.1688,0.0,6.0,1.0,0.0,0.53761,0.04613,0.50205
5.5,0.91593,0.0,5.0,0.0,0.0,0.46147,0.04613,0.39428
5.6,0.71454,0.0,4.0,0.0,0.0,0.3904,0.04613,0.30835
5.7,0.55273,0.0,3.0,0.0,0.0,0.32477,0.04613,0.23899
5.8,0.42404,0.0,3.0,0.0,0.0,0.26602,0.04613,0.18432
5.9,0.32514,0.0,2.0,0.0,0.0,0.21713,0.04612,0.14242
6.0,0.25831,0.0,2.0,0.0,0.0,0.17977,0.0461,0.11276
6.1,0.19893,0.0,2.0,0.0,0.0,0.1458,0.03785,0.08883
6.2,0.14544,0.0,1.0,0.0,0.0,0.11352,0.02915,0.0674
6.3,0.10845,0.0,1.0,0.0,0.0,0.08725,0.02373,0.05014
6.4,0.08209,0.0,1.0,0.0,0.0,0.06693,0.01994,0.03717
6.5,0.06096,0.0,1.0,0.0,0.0,0.05056,0.01685,0.02703
6.6,0.04613,0.0,1.0,0.0,0.0,0.03948,0.01546,0.01993
6.7,0.03487,0.0,1.0,0.0,0.0,0.03,0.01356,0.01468
6.8,0.02576,0.0,0.0,0.0,0.0,0.02285,0.01194,0.01062
6.9,0.01886,0.0,0.0,0.0,0.0,0.01724,0.01023,0.0078
7.0,0.01437,0.0,0.0,0.0,0.0,0.01343,0.00922,0.00586
7.1,0.01157,0.0,0.0,0.0,0.0,0.01099,0.00871,0.00435
7.2,0.00891,0.0,0.0,0.0,0.0,0.00854,0.00728,0.00319
7.3,0.00588,0.0,0.0,0.0,0.0,0.0057,0.00505,0.00198
7.4,0.00499,0.0,0.0,0.0,0.0,0.00487,0.00455,0.00164
7.5,0.00368,0.0,0.0,0.0,0.0,0.00362,0.00353,0.00116
7.6,0.00238,0.0,0.0,0.0,0.0,0.00234,0.0023,6.6E-4
7.7,7.8E-4,0.0,0.0,0.0,0.0,7.6E-4,7.3E-4,2.0E-4
7.8,5.0E-4,0.0,0.0,0.0,0.0,5.0E-4,4.7E-4,1.1E-4
7.9,2.3E-4,0.0,0.0,0.0,0.0,2.3E-4,2.3E-4,6.0E-5
8.0,1.0E-4,0.0,0.0,0.0,0.0,1.0E-4,1.0E-4,3.0E-5
8.1,5.0E-5,0.0,0.0,0.0,0.0,5.0E-5,5.0E-5,1.0E-5
8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
